data_generacji,mieszkania_wojewodztwo,mieszkania_region,mieszkania_rok,mieszkania_ilosc
2025-01-19 13:26:17.422852+00:00,DOLNOŚLĄSKIE,wieś,2019,305974
2025-01-19 13:26:17.422852+00:00,OPOLSKIE,wieś,2019,145927
2025-01-19 13:26:17.422852+00:00,KUJAWSKO-POMORSKIE,wieś,2019,251098
2025-01-19 13:26:17.422852+00:00,POMORSKIE,wieś,2019,244724
2025-01-19 13:26:17.422852+00:00,WARMIŃSKO-MAZURSKIE,wieś,2019,185685
2025-01-19 13:26:17.422852+00:00,ŁÓDZKIE,wieś,2019,313973
2025-01-19 13:26:17.422852+00:00,ŚWIĘTOKRZYSKIE,wieś,2019,217538
2025-01-19 13:26:17.422852+00:00,LUBELSKIE,wieś,2019,382133
2025-01-19 13:26:17.422852+00:00,PODKARPACKIE,wieś,2019,348660
2025-01-19 13:26:17.422852+00:00,PODLASKIE,wieś,2019,167433
2025-01-19 13:26:17.422852+00:00,MAZOWIECKIE,wieś,2019,650561
2025-01-19 13:26:19.583787+00:00,MAŁOPOLSKIE,wieś,2020,520369
2025-01-19 13:26:19.583787+00:00,ŚLĄSKIE,wieś,2020,335314
2025-01-19 13:26:19.583787+00:00,LUBUSKIE,wieś,2020,114689
2025-01-19 13:26:19.583787+00:00,WIELKOPOLSKIE,wieś,2020,493715
2025-01-19 13:26:19.583787+00:00,ZACHODNIOPOMORSKIE,wieś,2020,182101
2025-01-19 13:26:19.583787+00:00,DOLNOŚLĄSKIE,wieś,2020,321125
2025-01-19 13:26:19.583787+00:00,OPOLSKIE,wieś,2020,144177
2025-01-19 13:26:19.583787+00:00,KUJAWSKO-POMORSKIE,wieś,2020,257280
2025-01-19 13:26:19.583787+00:00,POMORSKIE,wieś,2020,264017
2025-01-19 13:26:19.583787+00:00,WARMIŃSKO-MAZURSKIE,wieś,2020,185931
2025-01-19 13:26:19.583787+00:00,ŁÓDZKIE,wieś,2020,313152
2025-01-19 13:26:19.583787+00:00,ŚWIĘTOKRZYSKIE,wieś,2020,215530
2025-01-19 13:26:19.583787+00:00,LUBELSKIE,wieś,2020,374390
2025-01-19 13:26:19.583787+00:00,PODKARPACKIE,wieś,2020,354808
2025-01-19 13:26:19.583787+00:00,PODLASKIE,wieś,2020,162393
2025-01-19 13:26:19.583787+00:00,MAZOWIECKIE,wieś,2020,655084
2025-01-19 13:26:21.732855+00:00,MAŁOPOLSKIE,wieś,2021,526249
2025-01-19 13:26:21.732855+00:00,ŚLĄSKIE,wieś,2021,338660
2025-01-19 13:26:21.732855+00:00,LUBUSKIE,wieś,2021,115920
2025-01-19 13:26:21.732855+00:00,WIELKOPOLSKIE,wieś,2021,502013
2025-01-19 13:26:21.732855+00:00,ZACHODNIOPOMORSKIE,wieś,2021,184357
2025-01-19 13:26:21.732855+00:00,DOLNOŚLĄSKIE,wieś,2021,324399
2025-01-19 13:26:21.732855+00:00,OPOLSKIE,wieś,2021,144929
2025-01-19 13:26:21.732855+00:00,KUJAWSKO-POMORSKIE,wieś,2021,260410
2025-01-19 13:26:21.733865+00:00,POMORSKIE,wieś,2021,269177
2025-01-19 13:26:21.733865+00:00,WARMIŃSKO-MAZURSKIE,wieś,2021,188005
2025-01-19 13:26:21.733865+00:00,ŁÓDZKIE,wieś,2021,316114
2025-01-19 13:26:21.733865+00:00,ŚWIĘTOKRZYSKIE,wieś,2021,216608
2025-01-19 13:26:21.733865+00:00,LUBELSKIE,wieś,2021,375807
2025-01-19 13:26:21.733865+00:00,PODKARPACKIE,wieś,2021,357105
2025-01-19 13:26:21.733865+00:00,PODLASKIE,wieś,2021,164219
2025-01-19 13:26:21.733865+00:00,MAZOWIECKIE,wieś,2021,662628
2025-01-19 13:26:23.907406+00:00,MAŁOPOLSKIE,wieś,2022,533374
2025-01-19 13:26:23.908404+00:00,ŚLĄSKIE,wieś,2022,341986
2025-01-19 13:26:23.908404+00:00,LUBUSKIE,wieś,2022,117574
2025-01-19 13:26:23.908404+00:00,WIELKOPOLSKIE,wieś,2022,512915
2025-01-19 13:26:23.908404+00:00,ZACHODNIOPOMORSKIE,wieś,2022,187268
2025-01-19 13:26:23.908404+00:00,DOLNOŚLĄSKIE,wieś,2022,330594
2025-01-19 13:26:23.908404+00:00,OPOLSKIE,wieś,2022,145963
2025-01-19 13:26:23.908404+00:00,KUJAWSKO-POMORSKIE,wieś,2022,263938
2025-01-19 13:26:23.908404+00:00,POMORSKIE,wieś,2022,275881
2025-01-19 13:26:23.908404+00:00,WARMIŃSKO-MAZURSKIE,wieś,2022,190973
2025-01-19 13:26:23.908404+00:00,ŁÓDZKIE,wieś,2022,318504
2025-01-19 13:26:23.908404+00:00,ŚWIĘTOKRZYSKIE,wieś,2022,218043
2025-01-19 13:26:23.908404+00:00,LUBELSKIE,wieś,2022,378416
2025-01-19 13:26:23.908404+00:00,PODKARPACKIE,wieś,2022,361028
2025-01-19 13:26:23.908404+00:00,PODLASKIE,wieś,2022,166484
2025-01-19 13:26:23.908404+00:00,MAZOWIECKIE,wieś,2022,671149
2025-01-19 13:26:26.209185+00:00,MAŁOPOLSKIE,wieś,2023,538509
2025-01-19 13:26:26.209185+00:00,ŚLĄSKIE,wieś,2023,345366
2025-01-19 13:26:26.209185+00:00,LUBUSKIE,wieś,2023,119231
2025-01-19 13:26:26.209185+00:00,WIELKOPOLSKIE,wieś,2023,522856
2025-01-19 13:26:26.209185+00:00,ZACHODNIOPOMORSKIE,wieś,2023,189233
2025-01-19 13:26:26.209185+00:00,DOLNOŚLĄSKIE,wieś,2023,335798
2025-01-19 13:26:26.209185+00:00,OPOLSKIE,wieś,2023,147041
2025-01-19 13:26:26.209185+00:00,KUJAWSKO-POMORSKIE,wieś,2023,267800
2025-01-19 13:26:26.209185+00:00,POMORSKIE,wieś,2023,282470
2025-01-19 13:26:26.209185+00:00,WARMIŃSKO-MAZURSKIE,wieś,2023,193296
2025-01-19 13:26:26.209185+00:00,ŁÓDZKIE,wieś,2023,319598
2025-01-19 13:26:26.209185+00:00,ŚWIĘTOKRZYSKIE,wieś,2023,218222
2025-01-19 13:26:26.209185+00:00,LUBELSKIE,wieś,2023,380986
2025-01-19 13:26:26.209185+00:00,PODKARPACKIE,wieś,2023,364236
2025-01-19 13:26:26.209185+00:00,PODLASKIE,wieś,2023,168475
2025-01-19 13:26:26.209185+00:00,MAZOWIECKIE,wieś,2023,680906
2025-01-19 13:26:33.313462+00:00,MAŁOPOLSKIE,miasto,2005,582526
2025-01-19 13:26:33.313462+00:00,ŚLĄSKIE,miasto,2005,1368836
2025-01-19 13:26:33.313462+00:00,LUBUSKIE,miasto,2005,228728
2025-01-19 13:26:33.313462+00:00,WIELKOPOLSKIE,miasto,2005,665915
2025-01-19 13:26:33.313462+00:00,ZACHODNIOPOMORSKIE,miasto,2005,421545
2025-01-19 13:26:33.313462+00:00,DOLNOŚLĄSKIE,miasto,2005,759567
2025-01-19 13:26:33.313462+00:00,OPOLSKIE,miasto,2005,193399
2025-01-19 13:26:33.313462+00:00,KUJAWSKO-POMORSKIE,miasto,2005,454753
2025-01-19 13:26:33.313462+00:00,POMORSKIE,miasto,2005,530870
2025-01-19 13:26:33.313462+00:00,WARMIŃSKO-MAZURSKIE,miasto,2005,294990
2025-01-19 13:26:33.313462+00:00,ŁÓDZKIE,miasto,2005,662656
2025-01-19 13:26:33.313462+00:00,ŚWIĘTOKRZYSKIE,miasto,2005,209688
2025-01-19 13:26:33.313462+00:00,LUBELSKIE,miasto,2005,352665
2025-01-19 13:26:33.313462+00:00,PODKARPACKIE,miasto,2005,274288
2025-01-19 13:26:33.313462+00:00,PODLASKIE,miasto,2005,248608
2025-01-19 13:26:33.313462+00:00,MAZOWIECKIE,miasto,2005,1331171
2025-01-19 13:26:35.481770+00:00,MAŁOPOLSKIE,miasto,2006,591184
2025-01-19 13:26:35.481770+00:00,ŚLĄSKIE,miasto,2006,1372857
2025-01-19 13:26:35.481770+00:00,LUBUSKIE,miasto,2006,230653
2025-01-19 13:26:35.481770+00:00,WIELKOPOLSKIE,miasto,2006,670827
2025-01-19 13:26:35.481770+00:00,ZACHODNIOPOMORSKIE,miasto,2006,424955
2025-01-19 13:26:35.481770+00:00,DOLNOŚLĄSKIE,miasto,2006,766088
2025-01-19 13:26:35.481770+00:00,OPOLSKIE,miasto,2006,194155
2025-01-19 13:26:35.481770+00:00,KUJAWSKO-POMORSKIE,miasto,2006,457561
2025-01-19 13:26:35.481770+00:00,POMORSKIE,miasto,2006,538252
2025-01-19 13:26:35.481770+00:00,WARMIŃSKO-MAZURSKIE,miasto,2006,297987
2025-01-19 13:26:35.481770+00:00,ŁÓDZKIE,miasto,2006,666094
2025-01-19 13:26:35.481770+00:00,ŚWIĘTOKRZYSKIE,miasto,2006,210346
2025-01-19 13:26:35.481770+00:00,LUBELSKIE,miasto,2006,355320
2025-01-19 13:26:35.481770+00:00,PODKARPACKIE,miasto,2006,277511
2025-01-19 13:26:35.481770+00:00,PODLASKIE,miasto,2006,251485
2025-01-19 13:26:35.481770+00:00,MAZOWIECKIE,miasto,2006,1350677
2025-01-19 13:26:37.641042+00:00,MAŁOPOLSKIE,miasto,2007,599046
2025-01-19 13:26:37.641042+00:00,ŚLĄSKIE,miasto,2007,1378686
2025-01-19 13:26:37.641042+00:00,LUBUSKIE,miasto,2007,232777
2025-01-19 13:26:37.641042+00:00,WIELKOPOLSKIE,miasto,2007,677939
2025-01-19 13:26:37.641042+00:00,ZACHODNIOPOMORSKIE,miasto,2007,429293
2025-01-19 13:26:37.641042+00:00,DOLNOŚLĄSKIE,miasto,2007,772479
2025-01-19 13:26:37.641042+00:00,OPOLSKIE,miasto,2007,194753
2025-01-19 13:26:37.641042+00:00,KUJAWSKO-POMORSKIE,miasto,2007,460068
2025-01-19 13:26:37.641042+00:00,POMORSKIE,miasto,2007,546102
2025-01-19 13:26:37.641042+00:00,WARMIŃSKO-MAZURSKIE,miasto,2007,302154
2025-01-19 13:26:37.641042+00:00,ŁÓDZKIE,miasto,2007,668773
2025-01-19 13:26:37.641042+00:00,ŚWIĘTOKRZYSKIE,miasto,2007,212158
2025-01-19 13:26:37.641042+00:00,LUBELSKIE,miasto,2007,358286
2025-01-19 13:26:37.641042+00:00,PODKARPACKIE,miasto,2007,279917
2025-01-19 13:26:37.641042+00:00,PODLASKIE,miasto,2007,254111
2025-01-19 13:26:37.641042+00:00,MAZOWIECKIE,miasto,2007,1371988
2025-01-19 13:26:39.819207+00:00,MAŁOPOLSKIE,miasto,2008,609033
2025-01-19 13:26:39.819207+00:00,ŚLĄSKIE,miasto,2008,1386010
2025-01-19 13:26:39.819207+00:00,LUBUSKIE,miasto,2008,235721
2025-01-19 13:26:39.819207+00:00,WIELKOPOLSKIE,miasto,2008,686280
2025-01-19 13:26:39.819207+00:00,ZACHODNIOPOMORSKIE,miasto,2008,434083
2025-01-19 13:26:39.819207+00:00,DOLNOŚLĄSKIE,miasto,2008,780834
2025-01-19 13:26:39.819207+00:00,OPOLSKIE,miasto,2008,195617
2025-01-19 13:26:39.819207+00:00,KUJAWSKO-POMORSKIE,miasto,2008,464857
2025-01-19 13:26:39.819207+00:00,POMORSKIE,miasto,2008,556139
2025-01-19 13:26:39.819207+00:00,WARMIŃSKO-MAZURSKIE,miasto,2008,306933
2025-01-19 13:26:39.819207+00:00,ŁÓDZKIE,miasto,2008,672868
2025-01-19 13:26:39.819207+00:00,ŚWIĘTOKRZYSKIE,miasto,2008,213442
2025-01-19 13:26:39.819207+00:00,LUBELSKIE,miasto,2008,362300
2025-01-19 13:26:39.819207+00:00,PODKARPACKIE,miasto,2008,285282
2025-01-19 13:26:39.819207+00:00,PODLASKIE,miasto,2008,257124
2025-01-19 13:26:39.819207+00:00,MAZOWIECKIE,miasto,2008,1400204
2025-01-19 13:26:41.992626+00:00,MAŁOPOLSKIE,miasto,2009,624249
2025-01-19 13:26:41.992626+00:00,ŚLĄSKIE,miasto,2009,1392926
2025-01-19 13:26:41.992626+00:00,LUBUSKIE,miasto,2009,238149
2025-01-19 13:26:41.992626+00:00,WIELKOPOLSKIE,miasto,2009,694017
2025-01-19 13:26:41.992626+00:00,ZACHODNIOPOMORSKIE,miasto,2009,439473
2025-01-19 13:26:41.992626+00:00,DOLNOŚLĄSKIE,miasto,2009,790742
2025-01-19 13:26:41.992626+00:00,OPOLSKIE,miasto,2009,196693
2025-01-19 13:26:41.992626+00:00,KUJAWSKO-POMORSKIE,miasto,2009,468944
2025-01-19 13:26:41.992626+00:00,POMORSKIE,miasto,2009,565592
2025-01-19 13:26:41.992626+00:00,WARMIŃSKO-MAZURSKIE,miasto,2009,310084
2025-01-19 13:26:41.992626+00:00,ŁÓDZKIE,miasto,2009,676308
2025-01-19 13:26:41.992626+00:00,ŚWIĘTOKRZYSKIE,miasto,2009,214466
2025-01-19 13:26:41.992626+00:00,LUBELSKIE,miasto,2009,365745
2025-01-19 13:26:41.992626+00:00,PODKARPACKIE,miasto,2009,289485
2025-01-19 13:26:41.992626+00:00,PODLASKIE,miasto,2009,262387
2025-01-19 13:26:41.992626+00:00,MAZOWIECKIE,miasto,2009,1429921
2025-01-19 13:26:44.154425+00:00,MAŁOPOLSKIE,miasto,2010,627982
2025-01-19 13:26:44.154425+00:00,ŚLĄSKIE,miasto,2010,1391480
2025-01-19 13:26:44.154425+00:00,LUBUSKIE,miasto,2010,240487
2025-01-19 13:26:44.154425+00:00,WIELKOPOLSKIE,miasto,2010,704283
2025-01-19 13:26:44.154425+00:00,ZACHODNIOPOMORSKIE,miasto,2010,451000
2025-01-19 13:26:44.154425+00:00,DOLNOŚLĄSKIE,miasto,2010,804786
2025-01-19 13:26:44.154425+00:00,OPOLSKIE,miasto,2010,199794
2025-01-19 13:26:44.154425+00:00,KUJAWSKO-POMORSKIE,miasto,2010,477736
2025-01-19 13:26:44.154425+00:00,POMORSKIE,miasto,2010,576822
2025-01-19 13:26:44.154425+00:00,WARMIŃSKO-MAZURSKIE,miasto,2010,313235
2025-01-19 13:26:44.154425+00:00,ŁÓDZKIE,miasto,2010,683001
2025-01-19 13:26:44.154425+00:00,ŚWIĘTOKRZYSKIE,miasto,2010,215129
2025-01-19 13:26:44.154425+00:00,LUBELSKIE,miasto,2010,369426
2025-01-19 13:26:44.154425+00:00,PODKARPACKIE,miasto,2010,294217
2025-01-19 13:26:44.154425+00:00,PODLASKIE,miasto,2010,264074
2025-01-19 13:26:44.154425+00:00,MAZOWIECKIE,miasto,2010,1474330
2025-01-19 13:26:46.327689+00:00,MAŁOPOLSKIE,miasto,2011,635358
2025-01-19 13:26:46.327689+00:00,ŚLĄSKIE,miasto,2011,1396742
2025-01-19 13:26:46.327689+00:00,LUBUSKIE,miasto,2011,242528
2025-01-19 13:26:46.327689+00:00,WIELKOPOLSKIE,miasto,2011,710316
2025-01-19 13:26:46.327689+00:00,ZACHODNIOPOMORSKIE,miasto,2011,455377
2025-01-19 13:26:46.327689+00:00,DOLNOŚLĄSKIE,miasto,2011,811239
2025-01-19 13:26:46.327689+00:00,OPOLSKIE,miasto,2011,200557
2025-01-19 13:26:46.327689+00:00,KUJAWSKO-POMORSKIE,miasto,2011,481289
2025-01-19 13:26:46.327689+00:00,POMORSKIE,miasto,2011,583984
2025-01-19 13:26:46.327689+00:00,WARMIŃSKO-MAZURSKIE,miasto,2011,315811
2025-01-19 13:26:46.327689+00:00,ŁÓDZKIE,miasto,2011,686602
2025-01-19 13:26:46.327689+00:00,ŚWIĘTOKRZYSKIE,miasto,2011,216640
2025-01-19 13:26:46.327689+00:00,LUBELSKIE,miasto,2011,372748
2025-01-19 13:26:46.327689+00:00,PODKARPACKIE,miasto,2011,297599
2025-01-19 13:26:46.327689+00:00,PODLASKIE,miasto,2011,267788
2025-01-19 13:26:46.327689+00:00,MAZOWIECKIE,miasto,2011,1490580
2025-01-19 13:26:48.635777+00:00,MAŁOPOLSKIE,miasto,2012,644266
2025-01-19 13:26:48.635777+00:00,ŚLĄSKIE,miasto,2012,1402238
2025-01-19 13:26:48.635777+00:00,LUBUSKIE,miasto,2012,244309
2025-01-19 13:26:48.635777+00:00,WIELKOPOLSKIE,miasto,2012,716927
2025-01-19 13:26:48.635777+00:00,ZACHODNIOPOMORSKIE,miasto,2012,459075
2025-01-19 13:26:48.635777+00:00,DOLNOŚLĄSKIE,miasto,2012,821130
2025-01-19 13:26:48.635777+00:00,OPOLSKIE,miasto,2012,201394
2025-01-19 13:26:48.635777+00:00,KUJAWSKO-POMORSKIE,miasto,2012,484228
2025-01-19 13:26:48.635777+00:00,POMORSKIE,miasto,2012,593021
2025-01-19 13:26:48.635777+00:00,WARMIŃSKO-MAZURSKIE,miasto,2012,319195
2025-01-19 13:26:48.635777+00:00,ŁÓDZKIE,miasto,2012,691026
2025-01-19 13:26:48.635777+00:00,ŚWIĘTOKRZYSKIE,miasto,2012,218028
2025-01-19 13:26:48.635777+00:00,LUBELSKIE,miasto,2012,376618
2025-01-19 13:26:48.635777+00:00,PODKARPACKIE,miasto,2012,300631
2025-01-19 13:26:48.635777+00:00,PODLASKIE,miasto,2012,270732
2025-01-19 13:26:48.635777+00:00,MAZOWIECKIE,miasto,2012,1510723
2025-01-19 13:26:51.196271+00:00,MAŁOPOLSKIE,miasto,2013,653377
2025-01-19 13:26:51.196271+00:00,ŚLĄSKIE,miasto,2013,1408085
2025-01-19 13:26:51.196271+00:00,LUBUSKIE,miasto,2013,246230
2025-01-19 13:26:51.196271+00:00,WIELKOPOLSKIE,miasto,2013,722992
2025-01-19 13:26:51.196271+00:00,ZACHODNIOPOMORSKIE,miasto,2013,461890
2025-01-19 13:26:51.196271+00:00,DOLNOŚLĄSKIE,miasto,2013,832110
2025-01-19 13:26:51.196271+00:00,OPOLSKIE,miasto,2013,202159
2025-01-19 13:26:51.196271+00:00,KUJAWSKO-POMORSKIE,miasto,2013,487481
2025-01-19 13:26:51.196271+00:00,POMORSKIE,miasto,2013,599715
2025-01-19 13:26:51.196271+00:00,WARMIŃSKO-MAZURSKIE,miasto,2013,321928
2025-01-19 13:26:51.196271+00:00,ŁÓDZKIE,miasto,2013,693499
2025-01-19 13:26:51.196271+00:00,ŚWIĘTOKRZYSKIE,miasto,2013,219097
2025-01-19 13:26:51.196271+00:00,LUBELSKIE,miasto,2013,380426
2025-01-19 13:26:51.196271+00:00,PODKARPACKIE,miasto,2013,303184
2025-01-19 13:26:51.196271+00:00,PODLASKIE,miasto,2013,273466
2025-01-19 13:26:51.196271+00:00,MAZOWIECKIE,miasto,2013,1530079
2025-01-19 13:26:54.068292+00:00,MAŁOPOLSKIE,miasto,2014,662770
2025-01-19 13:26:54.068292+00:00,ŚLĄSKIE,miasto,2014,1413982
2025-01-19 13:26:54.068292+00:00,LUBUSKIE,miasto,2014,248494
2025-01-19 13:26:54.068292+00:00,WIELKOPOLSKIE,miasto,2014,731229
2025-01-19 13:26:54.068292+00:00,ZACHODNIOPOMORSKIE,miasto,2014,466082
2025-01-19 13:26:54.068292+00:00,DOLNOŚLĄSKIE,miasto,2014,840802
2025-01-19 13:26:54.068292+00:00,OPOLSKIE,miasto,2014,203068
2025-01-19 13:26:54.068292+00:00,KUJAWSKO-POMORSKIE,miasto,2014,490368
2025-01-19 13:26:54.068292+00:00,POMORSKIE,miasto,2014,606149
2025-01-19 13:26:54.068292+00:00,WARMIŃSKO-MAZURSKIE,miasto,2014,324342
2025-01-19 13:26:54.068292+00:00,ŁÓDZKIE,miasto,2014,696563
2025-01-19 13:26:54.068292+00:00,ŚWIĘTOKRZYSKIE,miasto,2014,220868
2025-01-19 13:26:54.068292+00:00,LUBELSKIE,miasto,2014,383398
2025-01-19 13:26:54.068292+00:00,PODKARPACKIE,miasto,2014,306927
2025-01-19 13:26:54.068292+00:00,PODLASKIE,miasto,2014,276159
2025-01-19 13:26:54.068292+00:00,MAZOWIECKIE,miasto,2014,1553073
2025-01-19 13:26:56.230752+00:00,MAŁOPOLSKIE,miasto,2015,670909
2025-01-19 13:26:56.230752+00:00,ŚLĄSKIE,miasto,2015,1420303
2025-01-19 13:26:56.230752+00:00,LUBUSKIE,miasto,2015,257116
2025-01-19 13:26:56.230752+00:00,WIELKOPOLSKIE,miasto,2015,739386
2025-01-19 13:26:56.230752+00:00,ZACHODNIOPOMORSKIE,miasto,2015,469332
2025-01-19 13:26:56.230752+00:00,DOLNOŚLĄSKIE,miasto,2015,850125
2025-01-19 13:26:56.230752+00:00,OPOLSKIE,miasto,2015,203827
2025-01-19 13:26:56.230752+00:00,KUJAWSKO-POMORSKIE,miasto,2015,493763
2025-01-19 13:26:56.230752+00:00,POMORSKIE,miasto,2015,611763
2025-01-19 13:26:56.230752+00:00,WARMIŃSKO-MAZURSKIE,miasto,2015,326665
2025-01-19 13:26:56.230752+00:00,ŁÓDZKIE,miasto,2015,700246
2025-01-19 13:26:56.230752+00:00,ŚWIĘTOKRZYSKIE,miasto,2015,222653
2025-01-19 13:26:56.230752+00:00,LUBELSKIE,miasto,2015,386456
2025-01-19 13:26:56.230752+00:00,PODKARPACKIE,miasto,2015,310798
2025-01-19 13:26:56.230752+00:00,PODLASKIE,miasto,2015,279305
2025-01-19 13:26:56.230752+00:00,MAZOWIECKIE,miasto,2015,1573221
2025-01-19 13:26:58.401853+00:00,MAŁOPOLSKIE,miasto,2016,682316
2025-01-19 13:26:58.401853+00:00,ŚLĄSKIE,miasto,2016,1427448
2025-01-19 13:26:58.401853+00:00,LUBUSKIE,miasto,2016,259570
2025-01-19 13:26:58.401853+00:00,WIELKOPOLSKIE,miasto,2016,747527
2025-01-19 13:26:58.401853+00:00,ZACHODNIOPOMORSKIE,miasto,2016,474281
2025-01-19 13:26:58.401853+00:00,DOLNOŚLĄSKIE,miasto,2016,860849
2025-01-19 13:26:58.401853+00:00,OPOLSKIE,miasto,2016,204677
2025-01-19 13:26:58.401853+00:00,KUJAWSKO-POMORSKIE,miasto,2016,496614
2025-01-19 13:26:58.401853+00:00,POMORSKIE,miasto,2016,620005
2025-01-19 13:26:58.401853+00:00,WARMIŃSKO-MAZURSKIE,miasto,2016,329211
2025-01-19 13:26:58.401853+00:00,ŁÓDZKIE,miasto,2016,703773
2025-01-19 13:26:58.401853+00:00,ŚWIĘTOKRZYSKIE,miasto,2016,223708
2025-01-19 13:26:58.401853+00:00,LUBELSKIE,miasto,2016,391947
2025-01-19 13:26:58.401853+00:00,PODKARPACKIE,miasto,2016,314890
2025-01-19 13:26:58.401853+00:00,PODLASKIE,miasto,2016,282383
2025-01-19 13:26:58.401853+00:00,MAZOWIECKIE,miasto,2016,1600294
2025-01-19 13:27:00.719290+00:00,MAŁOPOLSKIE,miasto,2017,695498
2025-01-19 13:27:00.719290+00:00,ŚLĄSKIE,miasto,2017,1435379
2025-01-19 13:27:00.719290+00:00,LUBUSKIE,miasto,2017,262379
2025-01-19 13:27:00.719290+00:00,WIELKOPOLSKIE,miasto,2017,758296
2025-01-19 13:27:00.719290+00:00,ZACHODNIOPOMORSKIE,miasto,2017,481063
2025-01-19 13:27:00.719290+00:00,DOLNOŚLĄSKIE,miasto,2017,873196
2025-01-19 13:27:00.719290+00:00,OPOLSKIE,miasto,2017,209026
2025-01-19 13:27:00.719290+00:00,KUJAWSKO-POMORSKIE,miasto,2017,501050
2025-01-19 13:27:00.719290+00:00,POMORSKIE,miasto,2017,628936
2025-01-19 13:27:00.719290+00:00,WARMIŃSKO-MAZURSKIE,miasto,2017,332105
2025-01-19 13:27:00.719290+00:00,ŁÓDZKIE,miasto,2017,707542
2025-01-19 13:27:00.719290+00:00,ŚWIĘTOKRZYSKIE,miasto,2017,225257
2025-01-19 13:27:00.719290+00:00,LUBELSKIE,miasto,2017,396921
2025-01-19 13:27:00.719290+00:00,PODKARPACKIE,miasto,2017,319086
2025-01-19 13:27:00.719290+00:00,PODLASKIE,miasto,2017,285707
2025-01-19 13:27:00.719290+00:00,MAZOWIECKIE,miasto,2017,1628259
2025-01-19 13:27:03.072731+00:00,MAŁOPOLSKIE,miasto,2018,707435
2025-01-19 13:27:03.072731+00:00,ŚLĄSKIE,miasto,2018,1443755
2025-01-19 13:27:03.072731+00:00,LUBUSKIE,miasto,2018,266065
2025-01-19 13:27:03.072731+00:00,WIELKOPOLSKIE,miasto,2018,768018
2025-01-19 13:27:03.072731+00:00,ZACHODNIOPOMORSKIE,miasto,2018,486773
2025-01-19 13:27:03.072731+00:00,DOLNOŚLĄSKIE,miasto,2018,886466
2025-01-19 13:27:03.072731+00:00,OPOLSKIE,miasto,2018,212349
2025-01-19 13:27:03.072731+00:00,KUJAWSKO-POMORSKIE,miasto,2018,504472
2025-01-19 13:27:03.072731+00:00,POMORSKIE,miasto,2018,639705
2025-01-19 13:27:03.073732+00:00,WARMIŃSKO-MAZURSKIE,miasto,2018,334985
2025-01-19 13:27:03.073732+00:00,ŁÓDZKIE,miasto,2018,712045
2025-01-19 13:27:03.073732+00:00,ŚWIĘTOKRZYSKIE,miasto,2018,228366
2025-01-19 13:27:03.073732+00:00,LUBELSKIE,miasto,2018,401693
2025-01-19 13:27:03.073732+00:00,PODKARPACKIE,miasto,2018,322879
2025-01-19 13:27:03.073732+00:00,PODLASKIE,miasto,2018,288903
2025-01-19 13:27:03.073732+00:00,MAZOWIECKIE,miasto,2018,1660899
2025-01-19 13:27:05.244752+00:00,MAŁOPOLSKIE,miasto,2019,723024
2025-01-19 13:27:05.245751+00:00,ŚLĄSKIE,miasto,2019,1453392
2025-01-19 13:27:05.245751+00:00,LUBUSKIE,miasto,2019,268862
2025-01-19 13:27:05.245751+00:00,WIELKOPOLSKIE,miasto,2019,779698
2025-01-19 13:27:05.245751+00:00,ZACHODNIOPOMORSKIE,miasto,2019,493734
2025-01-19 13:27:05.245751+00:00,DOLNOŚLĄSKIE,miasto,2019,902241
2025-01-19 13:27:05.245751+00:00,OPOLSKIE,miasto,2019,214054
2025-01-19 13:27:05.245751+00:00,KUJAWSKO-POMORSKIE,miasto,2019,508668
2025-01-19 13:27:05.245751+00:00,POMORSKIE,miasto,2019,652021
2025-01-19 13:27:05.245751+00:00,WARMIŃSKO-MAZURSKIE,miasto,2019,339351
2025-01-19 13:27:05.245751+00:00,ŁÓDZKIE,miasto,2019,718267
2025-01-19 13:27:05.245751+00:00,ŚWIĘTOKRZYSKIE,miasto,2019,233216
2025-01-19 13:27:05.245751+00:00,LUBELSKIE,miasto,2019,405534
2025-01-19 13:27:05.245751+00:00,PODKARPACKIE,miasto,2019,330020
2025-01-19 13:27:05.245751+00:00,PODLASKIE,miasto,2019,293014
2025-01-19 13:27:05.245751+00:00,MAZOWIECKIE,miasto,2019,1693883
2025-01-19 13:27:07.435389+00:00,MAŁOPOLSKIE,miasto,2020,763843
2025-01-19 13:27:07.435389+00:00,ŚLĄSKIE,miasto,2020,1477574
2025-01-19 13:27:07.435389+00:00,LUBUSKIE,miasto,2020,276069
2025-01-19 13:27:07.435389+00:00,WIELKOPOLSKIE,miasto,2020,813597
2025-01-19 13:27:07.435389+00:00,ZACHODNIOPOMORSKIE,miasto,2020,507861
2025-01-19 13:27:07.435389+00:00,DOLNOŚLĄSKIE,miasto,2020,935704
2025-01-19 13:27:07.435389+00:00,OPOLSKIE,miasto,2020,216223
2025-01-19 13:27:07.435389+00:00,KUJAWSKO-POMORSKIE,miasto,2020,519452
2025-01-19 13:27:07.435389+00:00,POMORSKIE,miasto,2020,670587
2025-01-19 13:27:07.435389+00:00,WARMIŃSKO-MAZURSKIE,miasto,2020,344535
2025-01-19 13:27:07.435389+00:00,ŁÓDZKIE,miasto,2020,726991
2025-01-19 13:27:07.435389+00:00,ŚWIĘTOKRZYSKIE,miasto,2020,236760
2025-01-19 13:27:07.435389+00:00,LUBELSKIE,miasto,2020,412145
