data_generacji,data_waluty,zloto_cena
2025-01-04 22:53:04.091245+00:00,2023-04-17,272.98
2025-01-04 22:53:00.846780+00:00,2023-03-30,273.23
2025-01-04 22:42:09.518851+00:00,2014-02-17,128.74
2025-01-04 22:43:33.478301+00:00,2015-10-02,136.74
2025-01-04 22:41:14.508380+00:00,2013-09-05,144.74
2025-01-04 22:47:15.248936+00:00,2018-02-21,144.74
2025-01-04 22:45:03.823289+00:00,2017-07-12,144.99
2025-01-04 22:44:58.793173+00:00,2017-06-05,152.99
2025-01-04 22:48:23.658565+00:00,2019-06-21,168.99
2025-01-04 22:50:25.791993+00:00,2021-11-04,224.99
2025-01-04 22:53:35.696779+00:00,2023-11-27,257.98
2025-01-04 22:43:53.263481+00:00,2016-02-17,153.24
2025-01-04 22:50:10.959583+00:00,2021-07-27,225.24
2025-01-04 22:52:18.228593+00:00,2022-05-23,258.48
2025-01-04 22:54:11.659704+00:00,2024-08-16,306.48
2025-01-04 22:43:08.418007+00:00,2015-04-01,145.49
2025-01-04 22:47:37.244878+00:00,2018-07-20,145.49
2025-01-04 22:44:30.513969+00:00,2016-11-09,161.49
2025-01-04 22:44:46.167886+00:00,2017-03-06,161.49
2025-01-04 22:48:54.558298+00:00,2020-01-27,193.49
2025-01-04 22:53:50.163156+00:00,2024-03-12,275.23
2025-01-04 22:42:42.542433+00:00,2014-10-02,129.74
2025-01-04 22:53:38.155300+00:00,2023-12-15,259.73
2025-01-04 22:53:39.729698+00:00,2023-12-27,259.98
2025-01-04 22:53:39.099322+00:00,2023-12-22,260.23
2025-01-04 22:54:24.990228+00:00,2024-11-15,340.23
2025-01-04 22:41:31.926114+00:00,2014-01-07,121.12
2025-01-04 22:42:21.184097+00:00,2014-05-05,125.12
2025-01-04 22:43:34.098561+00:00,2015-10-06,138.24
2025-01-04 22:48:58.763796+00:00,2020-02-26,210.24
2025-01-04 22:44:44.286949+00:00,2017-02-20,162.49
2025-01-04 22:43:38.746599+00:00,2015-11-10,138.74
2025-01-04 22:47:19.409438+00:00,2018-03-22,146.74
2025-01-04 22:50:31.631405+00:00,2021-12-15,234.74
2025-01-04 22:42:37.851741+00:00,2014-08-28,130.99
2025-01-04 22:44:29.796730+00:00,2016-11-04,162.99
2025-01-04 22:53:37.138487+00:00,2023-12-08,261.98
2025-01-04 22:52:07.803635+00:00,2022-03-14,277.98
2025-01-04 22:54:12.204433+00:00,2024-08-20,310.23
2025-01-04 22:41:10.591044+00:00,2013-08-09,131.49
2025-01-04 22:43:33.948082+00:00,2015-10-05,139.49
2025-01-04 22:40:57.451398+00:00,2013-05-08,147.49
2025-01-04 22:45:30.978660+00:00,2018-01-10,147.49
2025-01-04 22:48:26.985683+00:00,2019-07-15,171.49
2025-01-04 22:49:37.068694+00:00,2020-12-01,211.74
2025-01-04 22:50:07.943994+00:00,2021-07-05,219.74
2025-01-04 22:43:24.929679+00:00,2015-07-31,131.99
2025-01-04 22:47:52.526720+00:00,2018-11-09,147.99
2025-01-04 22:44:45.184862+00:00,2017-02-27,163.99
2025-01-04 22:44:51.259513+00:00,2017-04-13,163.99
2025-01-04 22:50:03.850829+00:00,2021-06-04,219.99
2025-01-04 22:42:37.979453+00:00,2014-08-29,132.24
2025-01-04 22:44:34.290390+00:00,2016-12-08,156.24
2025-01-04 22:40:48.184088+00:00,2013-02-28,164.24
2025-01-04 22:53:09.889159+00:00,2023-05-22,265.23
2025-01-04 22:50:25.519352+00:00,2021-11-02,228.74
2025-01-04 22:49:31.518764+00:00,2020-10-23,236.74
2025-01-04 22:49:43.556758+00:00,2021-01-15,220.99
2025-01-04 22:54:25.628989+00:00,2024-11-20,346.23
2025-01-04 22:44:53.092254+00:00,2017-04-27,157.24
2025-01-04 22:39:58.839257+00:00,2013-02-01,165.24
2025-01-04 22:48:56.842526+00:00,2020-02-11,197.24
2025-01-04 22:50:08.238983+00:00,2021-07-07,221.24
2025-01-04 22:43:14.288762+00:00,2015-05-15,141.49
2025-01-04 22:45:21.042102+00:00,2017-11-07,149.49
2025-01-04 22:45:22.015473+00:00,2017-11-14,149.49
2025-01-04 22:49:31.074360+00:00,2020-10-20,237.49
2025-01-04 22:52:31.548404+00:00,2022-08-29,267.23
2025-01-04 22:42:53.373896+00:00,2014-12-22,133.74
2025-01-04 22:47:51.964465+00:00,2018-11-05,149.74
2025-01-04 22:44:04.733904+00:00,2016-05-11,157.74
2025-01-04 22:44:17.694659+00:00,2016-08-11,165.74
2025-01-04 22:50:02.637686+00:00,2021-05-26,221.74
2025-01-04 22:52:44.908765+00:00,2022-12-06,253.74
2025-01-04 22:54:27.245744+00:00,2024-12-02,347.48
2025-01-04 22:52:41.918978+00:00,2022-11-14,267.73
2025-01-04 22:42:12.698516+00:00,2014-03-13,133.99
2025-01-04 22:44:03.858412+00:00,2016-05-05,157.99
2025-01-04 22:50:07.263650+00:00,2021-06-30,213.99
2025-01-04 22:52:19.640748+00:00,2022-06-02,253.99
2025-01-04 22:42:14.787920+00:00,2014-03-27,127.12
2025-01-04 22:44:00.619357+00:00,2016-04-11,150.24
2025-01-04 22:44:06.573420+00:00,2016-05-25,158.24
2025-01-04 22:48:39.016888+00:00,2019-10-07,190.24
2025-01-04 22:50:00.535636+00:00,2021-05-18,222.24
2025-01-04 22:41:11.561501+00:00,2013-08-14,134.49
2025-01-04 22:47:45.316507+00:00,2018-09-18,142.49
2025-01-04 22:44:32.454796+00:00,2016-11-24,158.49
2025-01-04 22:49:11.812244+00:00,2020-06-01,222.49
2025-01-04 22:52:31.677516+00:00,2022-08-30,269.23
2025-01-04 22:47:41.849369+00:00,2018-08-23,142.74
2025-01-04 22:43:55.190740+00:00,2016-03-02,158.74
2025-01-04 22:44:25.536336+00:00,2016-10-05,158.74
2025-01-04 22:48:20.789723+00:00,2019-05-31,158.74
2025-01-04 22:50:16.925009+00:00,2021-09-02,222.74
2025-01-04 22:47:44.662010+00:00,2018-09-13,142.99
2025-01-04 22:52:37.003490+00:00,2022-10-07,269.98
2025-01-04 22:53:32.116790+00:00,2023-10-31,269.98
2025-01-04 22:42:26.462645+00:00,2014-06-13,123.62
2025-01-04 22:42:54.851116+00:00,2015-01-02,135.24
2025-01-04 22:41:02.183759+00:00,2013-06-11,143.24
2025-01-04 22:48:54.019412+00:00,2020-01-23,191.24
2025-01-04 22:44:57.381087+00:00,2017-05-29,151.49
2025-01-04 22:49:56.708887+00:00,2021-04-20,215.74
2025-01-04 22:44:57.512528+00:00,2017-05-30,151.99
2025-01-04 22:48:11.171043+00:00,2019-03-25,159.99
2025-01-04 22:49:13.914301+00:00,2020-06-17,215.99
2025-01-04 22:42:32.293738+00:00,2014-07-18,128.06
2025-01-04 22:45:13.666510+00:00,2017-09-14,152.06
2025-01-04 22:47:29.583920+00:00,2018-05-24,152.06
2025-01-04 22:47:17.132555+00:00,2018-03-06,144.31
2025-01-04 22:44:01.914785+00:00,2016-04-21,152.31
2025-01-04 22:49:12.344081+00:00,2020-06-05,216.31
2025-01-04 22:53:17.928254+00:00,2023-07-18,248.31
2025-01-04 22:52:42.472866+00:00,2022-11-18,256.62
2025-01-04 22:53:29.481036+00:00,2023-10-11,256.62
2025-01-04 22:53:59.898721+00:00,2024-05-21,304.62
2025-01-04 22:41:27.016096+00:00,2013-12-02,124.28
2025-01-04 22:42:34.842181+00:00,2014-08-06,128.56
2025-01-04 22:41:14.647721+00:00,2013-09-06,144.56
2025-01-04 22:47:19.242492+00:00,2018-03-21,144.56
2025-01-04 22:47:47.302758+00:00,2018-10-03,144.56
2025-01-04 22:44:59.729702+00:00,2017-06-12,152.56
2025-01-04 22:47:32.927404+00:00,2018-06-18,152.56
2025-01-04 22:52:42.991782+00:00,2022-11-22,257.37
2025-01-04 22:53:49.333960+00:00,2024-03-06,273.37
2025-01-04 22:41:24.666064+00:00,2013-11-15,128.81
2025-01-04 22:43:29.143848+00:00,2015-08-31,136.81
2025-01-04 22:44:08.756873+00:00,2016-06-08,152.81
2025-01-04 22:45:01.278489+00:00,2017-06-23,152.81
2025-01-04 22:44:15.668896+00:00,2016-07-27,168.81
2025-01-04 22:53:28.565121+00:00,2023-10-04,257.87
2025-01-04 22:41:26.050503+00:00,2013-11-25,124.53
2025-01-04 22:42:51.494724+00:00,2014-12-08,129.06
2025-01-04 22:43:57.273267+00:00,2016-03-17,153.06
2025-01-04 22:43:55.964514+00:00,2016-03-08,161.06
2025-01-04 22:52:39.211383+00:00,2022-10-24,258.87
2025-01-04 22:53:41.894289+00:00,2024-01-12,258.87
2025-01-04 22:42:29.147432+00:00,2014-07-02,129.56
2025-01-04 22:47:20.504998+00:00,2018-03-30,145.56
2025-01-04 22:44:36.372428+00:00,2016-12-23,153.56
2025-01-04 22:44:11.865740+00:00,2016-06-30,169.56
2025-01-04 22:43:52.072973+00:00,2016-02-08,145.81
2025-01-04 22:45:32.765718+00:00,2018-01-23,145.81
2025-01-04 22:43:39.742083+00:00,2015-11-17,138.06
2025-01-04 22:45:30.719085+00:00,2018-01-08,146.06
2025-01-04 22:53:17.343737+00:00,2023-07-14,250.06
2025-01-04 22:47:23.677034+00:00,2018-04-13,146.31
2025-01-04 22:48:40.266402+00:00,2019-10-16,186.31
2025-01-04 22:52:57.913681+00:00,2023-03-09,260.62
2025-01-04 22:54:02.548642+00:00,2024-06-10,292.62
2025-01-04 22:49:30.140628+00:00,2020-10-13,234.81
2025-01-04 22:52:23.474553+00:00,2022-07-01,261.87
2025-01-04 22:54:15.325163+00:00,2024-09-05,309.87
2025-01-04 22:41:20.083694+00:00,2013-10-14,125.53
2025-01-04 22:45:02.768590+00:00,2017-07-05,147.06
2025-01-04 22:45:06.836510+00:00,2017-08-02,147.06
2025-01-04 22:49:27.305656+00:00,2020-09-23,235.06
2025-01-04 22:54:17.892167+00:00,2024-09-24,326.12
2025-01-04 22:48:02.600683+00:00,2019-01-22,155.31
2025-01-04 22:49:09.614446+00:00,2020-05-15,235.31
2025-01-04 22:44:10.473763+00:00,2016-06-20,163.56
2025-01-04 22:50:22.859752+00:00,2021-10-14,227.56
2025-01-04 22:52:28.054819+00:00,2022-08-03,263.12
2025-01-04 22:42:34.973932+00:00,2014-08-07,131.81
2025-01-04 22:45:19.078769+00:00,2017-10-24,147.81
2025-01-04 22:48:23.189843+00:00,2019-06-18,163.81
2025-01-04 22:44:13.739520+00:00,2016-07-13,171.81
2025-01-04 22:41:27.464469+00:00,2013-12-05,122.03
2025-01-04 22:42:53.633477+00:00,2014-12-24,132.06
2025-01-04 22:45:06.573368+00:00,2017-07-31,148.06
2025-01-04 22:53:18.729843+00:00,2023-07-24,252.06
2025-01-04 22:42:45.941962+00:00,2014-10-27,132.31
2025-01-04 22:43:11.843053+00:00,2015-04-27,140.31
2025-01-04 22:40:55.808113+00:00,2013-04-26,148.31
2025-01-04 22:48:01.896531+00:00,2019-01-17,156.31
2025-01-04 22:48:23.344604+00:00,2019-06-19,164.31
2025-01-04 22:49:01.379671+00:00,2020-03-16,196.31
2025-01-04 22:41:16.686747+00:00,2013-09-19,132.56
2025-01-04 22:49:51.286651+00:00,2021-03-10,212.56
2025-01-04 22:50:34.395137+00:00,2022-01-04,236.56
2025-01-04 22:53:19.138965+00:00,2023-07-27,252.56
2025-01-04 22:52:53.975265+00:00,2023-02-09,265.37
2025-01-04 22:43:58.153756+00:00,2016-03-24,148.81
2025-01-04 22:53:34.850048+00:00,2023-11-21,252.81
2025-01-04 22:52:47.938376+00:00,2022-12-28,252.81
2025-01-04 22:52:54.120966+00:00,2023-02-10,265.87
2025-01-04 22:44:08.474198+00:00,2016-06-06,157.06
2025-01-04 22:48:44.302391+00:00,2019-11-13,181.06
2025-01-04 22:54:09.793821+00:00,2024-08-02,314.12
2025-01-04 22:48:49.145799+00:00,2019-12-18,181.31
2025-01-04 22:52:41.068207+00:00,2022-11-08,253.31
2025-01-04 22:42:46.986890+00:00,2014-11-04,126.78
2025-01-04 22:47:50.671912+00:00,2018-10-26,149.56
2025-01-04 22:44:12.820044+00:00,2016-07-06,173.56
2025-01-04 22:43:15.214671+00:00,2015-05-22,141.81
2025-01-04 22:44:05.424395+00:00,2016-05-16,157.81
2025-01-04 22:50:02.361331+00:00,2021-05-24,221.81
2025-01-04 22:50:24.845190+00:00,2021-10-28,229.81
2025-01-04 22:52:35.935106+00:00,2022-09-29,267.62
2025-01-04 22:54:19.178692+00:00,2024-10-03,331.87
2025-01-04 22:49:35.188681+00:00,2020-11-18,230.06
2025-01-04 22:52:06.509900+00:00,2022-03-04,268.37
2025-01-04 22:43:04.983758+00:00,2015-03-09,142.31
2025-01-04 22:43:21.707493+00:00,2015-07-07,142.31
2025-01-04 22:45:21.189090+00:00,2017-11-08,150.31
2025-01-04 22:42:56.400655+00:00,2015-01-13,142.81
2025-01-04 22:47:57.318857+00:00,2018-12-14,150.81
2025-01-04 22:43:55.316608+00:00,2016-03-03,158.81
2025-01-04 22:50:17.590115+00:00,2021-09-07,222.81
2025-01-04 22:54:04.683944+00:00,2024-06-25,301.87
2025-01-04 22:42:23.383298+00:00,2014-05-21,127.53
2025-01-04 22:41:18.170486+00:00,2013-09-30,135.06
2025-01-04 22:45:11.969322+00:00,2017-09-01,151.06
2025-01-04 22:45:21.338909+00:00,2017-11-09,151.06
2025-01-04 22:49:15.596807+00:00,2020-06-29,223.06
2025-01-04 22:50:27.792232+00:00,2021-11-18,247.06
2025-01-04 22:53:23.558576+00:00,2023-08-28,255.06
2025-01-04 22:43:07.680726+00:00,2015-03-27,143.31
2025-01-04 22:47:48.689212+00:00,2018-10-11,143.31
2025-01-04 22:47:57.775104+00:00,2018-12-17,151.31
2025-01-04 22:44:47.660798+00:00,2017-03-17,159.31
2025-01-04 22:50:28.825493+00:00,2021-11-25,239.31
2025-01-04 22:44:48.469719+00:00,2017-03-23,159.56
2025-01-04 22:48:45.375576+00:00,2019-11-21,183.56
2025-01-04 22:49:46.080541+00:00,2021-02-02,223.56
2025-01-04 22:49:14.921122+00:00,2020-06-24,223.56
2025-01-04 22:50:24.972715+00:00,2021-10-29,231.56
2025-01-04 22:45:27.392637+00:00,2017-12-22,143.81
2025-01-04 22:53:56.161880+00:00,2024-04-24,304.01
2025-01-04 22:42:14.404245+00:00,2014-03-26,128.13
2025-01-04 22:44:57.632204+00:00,2017-05-31,152.13
2025-01-04 22:48:09.224393+00:00,2019-03-11,160.13
2025-01-04 22:50:35.186588+00:00,2022-01-10,232.13
2025-01-04 22:53:24.060845+00:00,2023-09-01,256.51
2025-01-04 22:45:07.499349+00:00,2017-08-07,144.38
2025-01-04 22:44:55.051663+00:00,2017-05-12,152.38
2025-01-04 22:40:46.904157+00:00,2013-02-22,160.38
2025-01-04 22:53:49.474766+00:00,2024-03-07,273.01
2025-01-04 22:43:50.164696+00:00,2016-01-25,144.63
2025-01-04 22:42:58.908232+00:00,2015-01-30,152.63
2025-01-04 22:48:18.703936+00:00,2019-05-16,160.63
2025-01-04 22:53:33.939142+00:00,2023-11-14,257.51
2025-01-04 22:53:00.055877+00:00,2023-03-24,273.51
2025-01-04 22:45:33.524125+00:00,2018-01-29,144.88
2025-01-04 22:44:13.987982+00:00,2016-07-15,168.88
2025-01-04 22:49:38.557602+00:00,2020-12-11,216.88
2025-01-04 22:50:26.536883+00:00,2021-11-09,232.88
2025-01-04 22:53:51.015401+00:00,2024-03-18,274.01
2025-01-04 22:41:21.090162+00:00,2013-10-21,129.13
2025-01-04 22:42:28.881269+00:00,2014-06-30,129.13
2025-01-04 22:43:41.549461+00:00,2015-11-30,137.13
2025-01-04 22:43:59.663904+00:00,2016-04-04,145.13
2025-01-04 22:47:47.938988+00:00,2018-10-05,145.13
2025-01-04 22:40:48.816394+00:00,2013-03-05,161.13
2025-01-04 22:48:07.643949+00:00,2019-02-28,161.13
2025-01-04 22:44:11.449962+00:00,2016-06-27,169.13
2025-01-04 22:48:24.988257+00:00,2019-07-01,169.13
2025-01-04 22:47:17.004112+00:00,2018-03-05,145.38
2025-01-04 22:53:47.012712+00:00,2024-02-19,259.01
2025-01-04 22:43:13.751829+00:00,2015-05-11,137.63
2025-01-04 22:50:13.167006+00:00,2021-08-05,225.63
2025-01-04 22:53:48.174688+00:00,2024-02-27,259.26
2025-01-04 22:52:35.674176+00:00,2022-09-27,259.51
2025-01-04 22:42:08.570421+00:00,2014-02-10,124.94
2025-01-04 22:44:50.869228+00:00,2017-04-10,161.88
2025-01-04 22:49:03.724040+00:00,2020-04-03,217.88
2025-01-04 22:49:15.728877+00:00,2020-06-30,225.88
2025-01-04 22:41:19.159405+00:00,2013-10-07,130.13
2025-01-04 22:49:11.132644+00:00,2020-05-27,226.13
2025-01-04 22:41:33.057184+00:00,2014-01-16,121.19
2025-01-04 22:43:34.365179+00:00,2015-10-08,138.38
2025-01-04 22:43:40.152418+00:00,2015-11-20,138.38
2025-01-04 22:48:05.882621+00:00,2019-02-15,162.38
2025-01-04 22:52:11.331827+00:00,2022-04-01,261.01
2025-01-04 22:42:44.141112+00:00,2014-10-14,130.63
2025-01-04 22:44:41.483456+00:00,2017-01-30,154.63
2025-01-04 22:52:04.203003+00:00,2022-02-15,242.63
2025-01-04 22:52:55.025454+00:00,2023-02-16,261.26
2025-01-04 22:53:43.745290+00:00,2024-01-26,261.51
2025-01-04 22:45:33.014306+00:00,2018-01-25,146.88
2025-01-04 22:42:58.350303+00:00,2015-01-27,154.88
2025-01-04 22:49:29.206572+00:00,2020-10-07,234.88
2025-01-04 22:52:24.253925+00:00,2022-07-06,261.76
2025-01-04 22:49:51.950647+00:00,2021-03-15,211.13
2025-01-04 22:54:15.446878+00:00,2024-09-06,310.51
2025-01-04 22:44:09.755605+00:00,2016-06-15,163.38
2025-01-04 22:49:03.570704+00:00,2020-04-02,211.38
2025-01-04 22:50:09.952240+00:00,2021-07-20,227.38
2025-01-04 22:53:43.180786+00:00,2024-01-22,262.76
2025-01-04 22:53:54.098326+00:00,2024-04-09,295.01
2025-01-04 22:42:39.527785+00:00,2014-09-10,131.63
2025-01-04 22:42:52.390397+00:00,2014-12-15,131.63
2025-01-04 22:43:14.018076+00:00,2015-05-13,139.63
2025-01-04 22:48:07.351755+00:00,2019-02-26,163.63
2025-01-04 22:54:07.908297+00:00,2024-07-19,311.26
2025-01-04 22:42:35.682135+00:00,2014-08-12,131.88
2025-01-04 22:47:25.588190+00:00,2018-04-27,147.88
2025-01-04 22:48:14.710692+00:00,2019-04-19,155.88
2025-01-04 22:53:14.135507+00:00,2023-06-21,251.88
2025-01-04 22:52:27.926565+00:00,2022-08-02,263.76
2025-01-04 22:52:53.694270+00:00,2023-02-07,264.01
2025-01-04 22:41:04.664734+00:00,2013-06-27,132.13
2025-01-04 22:47:30.592872+00:00,2018-06-01,156.13
2025-01-04 22:49:20.494768+00:00,2020-08-04,236.13
2025-01-04 22:53:11.043246+00:00,2023-05-30,264.51
2025-01-04 22:43:25.421336+00:00,2015-08-04,132.38
2025-01-04 22:53:18.995887+00:00,2023-07-26,252.38
2025-01-04 22:52:24.955891+00:00,2022-07-11,265.01
2025-01-04 22:48:31.962856+00:00,2019-08-20,188.63
2025-01-04 22:49:31.911366+00:00,2020-10-26,236.63
2025-01-04 22:41:33.876526+00:00,2014-01-22,122.44
2025-01-04 22:48:52.892669+00:00,2020-01-15,188.88
2025-01-04 22:50:00.392844+00:00,2021-05-17,220.88
2025-01-04 22:45:15.269289+00:00,2017-09-26,149.13
2025-01-04 22:47:50.546829+00:00,2018-10-25,149.13
2025-01-04 22:52:47.286967+00:00,2022-12-23,253.13
2025-01-04 22:53:17.186562+00:00,2023-07-13,253.38
2025-01-04 22:44:38.687123+00:00,2017-01-09,157.63
2025-01-04 22:48:03.418569+00:00,2019-01-28,157.63
2025-01-04 22:52:20.674637+00:00,2022-06-10,253.63
2025-01-04 22:52:51.010059+00:00,2023-01-19,267.51
2025-01-04 22:43:03.663987+00:00,2015-02-27,141.88
2025-01-04 22:52:36.728716+00:00,2022-10-05,268.01
2025-01-04 22:43:49.228706+00:00,2016-01-18,142.13
2025-01-04 22:43:58.285409+00:00,2016-03-25,150.13
2025-01-04 22:45:17.432999+00:00,2017-10-12,150.13
2025-01-04 22:49:58.142201+00:00,2021-04-30,214.13
2025-01-04 22:53:56.465687+00:00,2024-04-26,300.26
2025-01-04 22:53:56.321986+00:00,2024-04-25,301.51
2025-01-04 22:42:23.606778+00:00,2014-05-23,127.44
2025-01-04 22:43:49.525623+00:00,2016-01-20,142.88
2025-01-04 22:48:20.631783+00:00,2019-05-30,158.88
2025-01-04 22:52:46.709663+00:00,2022-12-19,254.88
2025-01-04 22:41:09.626743+00:00,2013-08-02,135.13
2025-01-04 22:43:45.419244+00:00,2015-12-21,135.13
2025-01-04 22:50:35.317569+00:00,2022-01-11,231.13
2025-01-04 22:41:26.466939+00:00,2013-11-28,123.69
2025-01-04 22:47:48.424481+00:00,2018-10-09,143.38
2025-01-04 22:45:14.341686+00:00,2017-09-19,151.38
2025-01-04 22:40:47.330179+00:00,2013-02-25,159.38
2025-01-04 22:48:43.287960+00:00,2019-11-06,183.38
2025-01-04 22:48:31.849647+00:00,2019-08-19,191.38
2025-01-04 22:49:46.480050+00:00,2021-02-05,215.38
2025-01-04 22:50:05.480491+00:00,2021-06-17,223.38
2025-01-04 22:54:06.479067+00:00,2024-07-08,302.76
2025-01-04 22:44:00.730434+00:00,2016-04-12,151.63
2025-01-04 22:45:13.524598+00:00,2017-09-13,151.63
2025-01-04 22:44:05.029672+00:00,2016-05-13,159.63
2025-01-04 22:48:13.335818+00:00,2019-04-09,159.63
2025-01-04 22:49:23.476454+00:00,2020-08-27,231.63
2025-01-04 22:54:07.527783+00:00,2024-07-16,303.26
2025-01-04 22:44:56.450676+00:00,2017-05-22,151.88
2025-01-04 22:41:34.140259+00:00,2014-01-24,124.1
2025-01-04 22:41:09.082271+00:00,2013-07-29,136.2
2025-01-04 22:41:09.213857+00:00,2013-07-30,136.2
2025-01-04 22:47:14.957631+00:00,2018-02-19,144.2
2025-01-04 22:40:47.926467+00:00,2013-02-26,160.2
2025-01-04 22:40:51.908627+00:00,2013-03-28,168.2
2025-01-04 22:47:33.058726+00:00,2018-06-19,152.45
2025-01-04 22:48:29.233614+00:00,2019-07-31,176.45
2025-01-04 22:49:27.591048+00:00,2020-09-25,232.45
2025-01-04 22:52:45.205314+00:00,2022-12-08,256.9
2025-01-04 22:41:31.329766+00:00,2014-01-02,116.35
2025-01-04 22:42:26.821345+00:00,2014-06-16,124.35
2025-01-04 22:43:47.483360+00:00,2016-01-05,136.7
2025-01-04 22:43:06.779202+00:00,2015-03-20,144.7
2025-01-04 22:45:01.658630+00:00,2017-06-26,152.7
2025-01-04 22:48:59.619489+00:00,2020-03-03,200.7
2025-01-04 22:43:39.607277+00:00,2015-11-16,136.95
2025-01-04 22:43:43.449476+00:00,2015-12-14,136.95
2025-01-04 22:49:24.592046+00:00,2020-09-04,232.95
2025-01-04 22:53:24.732539+00:00,2023-09-06,257.9
2025-01-04 22:53:41.761396+00:00,2024-01-11,258.4
2025-01-04 22:54:10.676959+00:00,2024-08-09,306.4
2025-01-04 22:42:37.421149+00:00,2014-08-25,129.45
2025-01-04 22:42:39.786825+00:00,2014-09-12,129.45
2025-01-04 22:50:22.724588+00:00,2021-10-13,225.45
2025-01-04 22:53:21.627904+00:00,2023-08-14,249.45
2025-01-04 22:53:51.575385+00:00,2024-03-22,275.15
2025-01-04 22:42:21.319413+00:00,2014-05-06,124.85
2025-01-04 22:49:36.194111+00:00,2020-11-25,217.7
2025-01-04 22:49:46.927464+00:00,2021-02-08,217.7
2025-01-04 22:41:14.378510+00:00,2013-09-04,145.95
2025-01-04 22:41:15.029849+00:00,2013-09-09,145.95
2025-01-04 22:49:22.598384+00:00,2020-08-20,233.95
2025-01-04 22:49:19.683435+00:00,2020-07-29,234.2
2025-01-04 22:53:13.172110+00:00,2023-06-14,260.4
2025-01-04 22:53:39.864034+00:00,2023-12-28,260.65
2025-01-04 22:45:31.878463+00:00,2018-01-16,146.45
2025-01-04 22:53:34.062880+00:00,2023-11-15,260.9
2025-01-04 22:44:24.653522+00:00,2016-09-29,162.7
2025-01-04 22:41:18.739035+00:00,2013-10-04,130.95
2025-01-04 22:48:21.719357+00:00,2019-06-07,163.45
2025-01-04 22:48:33.140491+00:00,2019-08-29,195.45
2025-01-04 22:43:23.910391+00:00,2015-07-23,131.7
2025-01-04 22:40:54.316905+00:00,2013-04-15,155.7
2025-01-04 22:39:59.404069+00:00,2013-02-05,163.7
2025-01-04 22:48:06.816643+00:00,2019-02-22,163.7
2025-01-04 22:52:43.858071+00:00,2022-11-29,251.7
2025-01-04 22:53:42.403368+00:00,2024-01-16,263.4
2025-01-04 22:43:31.003404+00:00,2015-09-14,131.95
2025-01-04 22:43:17.783979+00:00,2015-06-10,139.95
2025-01-04 22:44:25.249021+00:00,2016-10-03,163.95
2025-01-04 22:52:55.697730+00:00,2023-02-21,264.15
2025-01-04 22:54:00.983099+00:00,2024-05-29,296.15
2025-01-04 22:43:48.683138+00:00,2016-01-14,140.2
2025-01-04 22:45:18.365180+00:00,2017-10-19,148.2
2025-01-04 22:44:19.004394+00:00,2016-08-19,164.2
2025-01-04 22:47:50.146623+00:00,2018-10-22,148.45
2025-01-04 22:44:34.963774+00:00,2016-12-13,156.45
2025-01-04 22:44:18.889985+00:00,2016-08-18,164.45
2025-01-04 22:53:11.180101+00:00,2023-05-31,265.15
2025-01-04 22:43:35.380180+00:00,2015-10-16,140.7
2025-01-04 22:43:37.842948+00:00,2015-11-03,140.7
2025-01-04 22:48:17.178599+00:00,2019-05-06,156.95
2025-01-04 22:42:18.740723+00:00,2014-04-18,126.6
2025-01-04 22:48:53.032599+00:00,2020-01-16,189.2
2025-01-04 22:52:20.303696+00:00,2022-06-07,253.45
2025-01-04 22:41:25.334684+00:00,2013-11-20,126.85
2025-01-04 22:47:52.257028+00:00,2018-11-07,149.7
2025-01-04 22:44:40.068743+00:00,2017-01-20,157.7
2025-01-04 22:44:41.728206+00:00,2017-02-01,157.7
2025-01-04 22:48:14.170662+00:00,2019-04-15,157.7
2025-01-04 22:53:58.306979+00:00,2024-05-10,299.65
2025-01-04 22:42:20.229072+00:00,2014-04-28,127.1
2025-01-04 22:44:49.492847+00:00,2017-03-31,158.2
2025-01-04 22:53:08.324644+00:00,2023-05-12,268.4
2025-01-04 22:52:25.192870+00:00,2022-07-13,268.65
2025-01-04 22:42:54.436841+00:00,2014-12-30,134.45
2025-01-04 22:45:17.949287+00:00,2017-10-16,150.45
2025-01-04 22:44:52.947875+00:00,2017-04-26,158.45
2025-01-04 22:53:11.442737+00:00,2023-06-02,269.15
2025-01-04 22:41:05.664692+00:00,2013-07-04,134.7
2025-01-04 22:47:29.443930+00:00,2018-05-23,150.7
2025-01-04 22:44:46.579961+00:00,2017-03-09,158.7
2025-01-04 22:48:15.718359+00:00,2019-04-26,158.7
2025-01-04 22:45:00.859472+00:00,2017-06-20,150.95
2025-01-04 22:48:49.991901+00:00,2019-12-24,182.95
2025-01-04 22:42:33.269159+00:00,2014-07-25,127.6
2025-01-04 22:47:56.914402+00:00,2018-12-12,151.2
2025-01-04 22:50:14.859876+00:00,2021-08-18,223.2
2025-01-04 22:50:26.397508+00:00,2021-11-08,231.2
2025-01-04 22:52:37.388647+00:00,2022-10-10,270.4
2025-01-04 22:53:08.760686+00:00,2023-05-15,270.4
2025-01-04 22:47:38.989037+00:00,2018-08-02,143.45
2025-01-04 22:47:32.523943+00:00,2018-06-15,151.45
2025-01-04 22:53:04.296819+00:00,2023-04-18,271.15
2025-01-04 22:43:26.498867+00:00,2015-08-12,135.7
2025-01-04 22:48:19.756992+00:00,2019-05-24,159.7
2025-01-04 22:49:56.851893+00:00,2021-04-21,215.7
