data_generacji,data_waluty,zloto_cena
2025-01-04 22:52:54.877562+00:00,2023-02-15,266.42
2025-01-04 22:54:27.485340+00:00,2024-12-04,346.42
2025-01-04 22:48:36.219007+00:00,2019-09-20,189.46
2025-01-04 22:49:04.564304+00:00,2020-04-09,221.46
2025-01-04 22:50:27.658096+00:00,2021-11-17,245.46
2025-01-04 22:48:48.413834+00:00,2019-12-13,181.71
2025-01-04 22:49:38.297461+00:00,2020-12-09,221.71
2025-01-04 22:47:51.326721+00:00,2018-10-31,149.96
2025-01-04 22:48:32.342460+00:00,2019-08-23,189.96
2025-01-04 22:49:43.405071+00:00,2021-01-14,221.96
2025-01-04 22:53:20.301646+00:00,2023-08-04,253.96
2025-01-04 22:43:15.076600+00:00,2015-05-21,142.21
2025-01-04 22:42:09.097314+00:00,2014-02-14,127.23
2025-01-04 22:42:48.117916+00:00,2014-11-12,127.23
2025-01-04 22:43:02.667493+00:00,2015-02-20,142.46
2025-01-04 22:43:11.476230+00:00,2015-04-24,142.46
2025-01-04 22:47:42.703349+00:00,2018-08-29,142.46
2025-01-04 22:45:08.028625+00:00,2017-08-11,150.46
2025-01-04 22:48:12.537992+00:00,2019-04-04,158.46
2025-01-04 22:52:43.239872+00:00,2022-11-24,254.46
2025-01-04 22:54:05.107276+00:00,2024-06-28,301.17
2025-01-04 22:47:43.474970+00:00,2018-09-04,142.71
2025-01-04 22:47:29.148727+00:00,2018-05-21,150.71
2025-01-04 22:44:21.729048+00:00,2016-09-08,166.96
2025-01-04 22:48:44.444016+00:00,2019-11-14,182.96
2025-01-04 22:48:53.870853+00:00,2020-01-22,190.96
2025-01-04 22:47:51.593856+00:00,2018-11-02,151.21
2025-01-04 22:48:44.966706+00:00,2019-11-18,183.21
2025-01-04 22:45:15.392274+00:00,2017-09-27,151.46
2025-01-04 22:50:03.596595+00:00,2021-06-02,223.46
2025-01-04 22:52:48.738630+00:00,2023-01-03,255.46
2025-01-04 22:53:56.833853+00:00,2024-04-29,303.17
2025-01-04 22:41:15.614849+00:00,2013-09-13,135.71
2025-01-04 22:43:09.599513+00:00,2015-04-10,143.71
2025-01-04 22:48:04.883628+00:00,2019-02-08,159.71
2025-01-04 22:54:16.403440+00:00,2024-09-13,319.42
2025-01-04 22:44:54.544513+00:00,2017-05-08,151.96
2025-01-04 22:44:39.679294+00:00,2017-01-17,159.96
2025-01-04 22:42:28.505431+00:00,2014-06-27,128.03
2025-01-04 22:40:55.409535+00:00,2013-04-23,144.03
2025-01-04 22:53:37.856586+00:00,2023-12-13,256.06
2025-01-04 22:54:08.570351+00:00,2024-07-24,304.06
2025-01-04 22:54:16.816037+00:00,2024-09-16,320.06
2025-01-04 22:43:16.616589+00:00,2015-06-01,144.28
2025-01-04 22:43:52.323437+00:00,2016-02-10,152.28
2025-01-04 22:44:27.480487+00:00,2016-10-20,160.28
2025-01-04 22:44:16.723734+00:00,2016-08-04,168.28
2025-01-04 22:48:26.044483+00:00,2019-07-08,168.28
2025-01-04 22:44:02.076410+00:00,2016-04-22,152.53
2025-01-04 22:44:58.948217+00:00,2017-06-06,152.53
2025-01-04 22:45:14.216529+00:00,2017-09-18,152.53
2025-01-04 22:48:07.824193+00:00,2019-03-01,160.53
2025-01-04 22:49:55.276645+00:00,2021-04-09,216.53
2025-01-04 22:54:10.558290+00:00,2024-08-08,305.06
2025-01-04 22:42:50.196503+00:00,2014-11-28,128.78
2025-01-04 22:45:03.674664+00:00,2017-07-11,144.78
2025-01-04 22:49:22.180540+00:00,2020-08-17,232.78
2025-01-04 22:50:26.688702+00:00,2021-11-10,232.78
2025-01-04 22:52:35.029712+00:00,2022-09-22,257.56
2025-01-04 22:42:10.070505+00:00,2014-02-21,129.03
2025-01-04 22:42:11.339694+00:00,2014-03-03,129.03
2025-01-04 22:41:08.663411+00:00,2013-07-26,137.03
2025-01-04 22:43:04.604108+00:00,2015-03-06,145.03
2025-01-04 22:47:33.330433+00:00,2018-06-21,153.03
2025-01-04 22:47:17.270344+00:00,2018-03-07,145.28
2025-01-04 22:48:51.896384+00:00,2020-01-07,193.28
2025-01-04 22:49:27.975820+00:00,2020-09-28,233.28
2025-01-04 22:52:18.512478+00:00,2022-05-25,258.56
2025-01-04 22:52:53.543400+00:00,2023-02-06,258.81
2025-01-04 22:41:24.399404+00:00,2013-11-13,129.53
2025-01-04 22:49:25.201462+00:00,2020-09-08,233.53
2025-01-04 22:50:35.597513+00:00,2022-01-13,233.53
2025-01-04 22:53:46.493712+00:00,2024-02-15,259.06
2025-01-04 22:53:53.224525+00:00,2024-04-03,291.31
2025-01-04 22:41:31.061349+00:00,2013-12-31,116.89
2025-01-04 22:44:36.111504+00:00,2016-12-21,153.78
2025-01-04 22:45:00.241198+00:00,2017-06-16,153.78
2025-01-04 22:40:48.302151+00:00,2013-03-01,161.78
2025-01-04 22:43:16.750552+00:00,2015-06-02,146.03
2025-01-04 22:44:07.569737+00:00,2016-05-30,154.03
2025-01-04 22:44:28.399627+00:00,2016-10-24,162.03
2025-01-04 22:52:38.544318+00:00,2022-10-19,260.06
2025-01-04 22:53:02.772234+00:00,2023-04-11,276.31
2025-01-04 22:47:24.077456+00:00,2018-04-16,146.28
2025-01-04 22:40:48.053557+00:00,2013-02-27,162.28
2025-01-04 22:49:42.594712+00:00,2021-01-08,226.28
2025-01-04 22:52:17.397827+00:00,2022-05-17,260.56
2025-01-04 22:54:15.199352+00:00,2024-09-04,308.56
2025-01-04 22:48:01.526899+00:00,2019-01-14,154.53
2025-01-04 22:44:45.617194+00:00,2017-03-02,162.53
2025-01-04 22:52:45.997784+00:00,2022-12-14,261.06
2025-01-04 22:42:12.438960+00:00,2014-03-11,130.78
2025-01-04 22:43:51.478619+00:00,2016-02-04,146.78
2025-01-04 22:49:20.359676+00:00,2020-08-03,234.78
2025-01-04 22:41:23.562239+00:00,2013-11-07,131.03
2025-01-04 22:49:00.814935+00:00,2020-03-12,203.03
2025-01-04 22:49:47.365667+00:00,2021-02-11,219.03
2025-01-04 22:42:44.549882+00:00,2014-10-17,131.28
2025-01-04 22:43:22.591828+00:00,2015-07-14,139.28
2025-01-04 22:45:05.866273+00:00,2017-07-26,147.28
2025-01-04 22:48:31.027905+00:00,2019-08-13,187.28
2025-01-04 22:43:13.897769+00:00,2015-05-12,139.53
2025-01-04 22:45:23.360277+00:00,2017-11-24,147.53
2025-01-04 22:44:31.543991+00:00,2016-11-17,163.53
2025-01-04 22:49:40.025271+00:00,2020-12-21,219.53
2025-01-04 22:50:19.618215+00:00,2021-09-20,219.53
2025-01-04 22:42:12.564216+00:00,2014-03-12,131.78
2025-01-04 22:43:34.227244+00:00,2015-10-07,139.78
2025-01-04 22:45:06.701503+00:00,2017-08-01,147.78
2025-01-04 22:47:22.626454+00:00,2018-04-05,147.78
2025-01-04 22:49:00.528457+00:00,2020-03-10,203.78
2025-01-04 22:41:22.288916+00:00,2013-10-30,132.03
2025-01-04 22:40:54.574543+00:00,2013-04-17,140.03
2025-01-04 22:43:19.914795+00:00,2015-06-25,140.03
2025-01-04 22:45:02.514869+00:00,2017-07-03,148.03
2025-01-04 22:48:33.296650+00:00,2019-08-30,196.03
2025-01-04 22:48:57.992344+00:00,2020-02-20,204.03
2025-01-04 22:52:30.742100+00:00,2022-08-23,264.31
2025-01-04 22:41:13.141652+00:00,2013-08-26,140.28
2025-01-04 22:43:19.639701+00:00,2015-06-23,140.28
2025-01-04 22:47:54.937222+00:00,2018-11-27,148.28
2025-01-04 22:49:12.725050+00:00,2020-06-08,212.28
2025-01-04 22:49:26.150461+00:00,2020-09-15,236.28
2025-01-04 22:53:18.344744+00:00,2023-07-21,252.28
2025-01-04 22:53:12.463555+00:00,2023-06-09,264.81
2025-01-04 22:41:15.314083+00:00,2013-09-11,140.53
2025-01-04 22:45:07.898477+00:00,2017-08-10,148.53
2025-01-04 22:50:20.539563+00:00,2021-09-27,220.53
2025-01-04 22:42:19.316576+00:00,2014-04-22,126.39
2025-01-04 22:45:23.079115+00:00,2017-11-22,148.78
2025-01-04 22:49:11.942582+00:00,2020-06-02,220.78
2025-01-04 22:52:08.755133+00:00,2022-03-21,265.81
2025-01-04 22:43:46.665346+00:00,2015-12-30,133.03
2025-01-04 22:47:55.881094+00:00,2018-12-04,149.03
2025-01-04 22:49:35.042951+00:00,2020-11-17,229.03
2025-01-04 22:49:34.430820+00:00,2020-11-13,229.03
2025-01-04 22:42:24.530369+00:00,2014-05-30,122.64
2025-01-04 22:41:10.144047+00:00,2013-08-06,133.28
2025-01-04 22:42:12.823010+00:00,2014-03-14,133.28
2025-01-04 22:40:54.853675+00:00,2013-04-19,141.28
2025-01-04 22:43:14.153145+00:00,2015-05-14,141.28
2025-01-04 22:43:20.854065+00:00,2015-07-02,141.28
2025-01-04 22:54:04.828266+00:00,2024-06-26,298.81
2025-01-04 22:41:07.690417+00:00,2013-07-19,133.53
2025-01-04 22:43:45.804924+00:00,2015-12-24,133.53
2025-01-04 22:41:05.526849+00:00,2013-07-03,133.78
2025-01-04 22:45:21.894039+00:00,2017-11-13,149.78
2025-01-04 22:50:08.372478+00:00,2021-07-08,221.78
2025-01-04 22:49:21.352006+00:00,2020-08-11,245.78
2025-01-04 22:43:15.638985+00:00,2015-05-25,142.03
2025-01-04 22:44:21.444118+00:00,2016-09-06,166.03
2025-01-04 22:52:31.118695+00:00,2022-08-26,268.06
2025-01-04 22:42:16.339822+00:00,2014-04-08,127.14
2025-01-04 22:43:30.471013+00:00,2015-09-10,134.28
2025-01-04 22:41:02.460645+00:00,2013-06-13,142.28
2025-01-04 22:47:42.836720+00:00,2018-08-30,142.28
2025-01-04 22:44:40.524226+00:00,2017-01-23,158.28
2025-01-04 22:44:10.752555+00:00,2016-06-22,158.53
2025-01-04 22:44:13.613693+00:00,2016-07-12,174.78
2025-01-04 22:49:56.194873+00:00,2021-04-16,214.78
2025-01-04 22:50:17.469055+00:00,2021-09-06,222.78
2025-01-04 22:54:04.033683+00:00,2024-06-20,301.81
2025-01-04 22:40:53.801068+00:00,2013-04-11,159.03
2025-01-04 22:44:33.913738+00:00,2016-12-05,159.03
2025-01-04 22:50:30.345477+00:00,2021-12-06,231.03
2025-01-04 22:47:33.983274+00:00,2018-06-26,151.28
2025-01-04 22:49:27.460491+00:00,2020-09-24,231.28
2025-01-04 22:52:13.756554+00:00,2022-04-19,270.56
2025-01-04 22:41:10.003604+00:00,2013-08-05,135.53
2025-01-04 22:53:55.023522+00:00,2024-04-16,303.06
2025-01-04 22:42:42.132592+00:00,2014-09-29,127.89
2025-01-04 22:52:07.922092+00:00,2022-03-15,271.56
2025-01-04 22:54:23.623159+00:00,2024-11-05,351.56
2025-01-04 22:45:33.952486+00:00,2018-02-01,144.1
2025-01-04 22:50:38.707079+00:00,2022-02-04,232.1
2025-01-04 22:53:50.581474+00:00,2024-03-15,272.2
2025-01-04 22:52:13.034688+00:00,2022-04-14,272.45
2025-01-04 22:42:33.647426+00:00,2014-07-28,128.35
2025-01-04 22:43:43.070504+00:00,2015-12-11,136.35
2025-01-04 22:43:43.586679+00:00,2015-12-15,136.35
2025-01-04 22:47:38.725561+00:00,2018-07-31,144.35
2025-01-04 22:44:14.862463+00:00,2016-07-21,168.35
2025-01-04 22:50:03.466466+00:00,2021-06-01,224.35
2025-01-04 22:50:23.611650+00:00,2021-10-19,224.35
2025-01-04 22:49:33.077724+00:00,2020-11-03,240.35
2025-01-04 22:42:47.394156+00:00,2014-11-07,124.3
2025-01-04 22:41:15.168869+00:00,2013-09-10,144.6
2025-01-04 22:45:33.808797+00:00,2018-01-31,144.6
2025-01-04 22:48:34.660492+00:00,2019-09-09,192.6
2025-01-04 22:50:03.328017+00:00,2021-05-31,224.6
2025-01-04 22:52:03.362039+00:00,2022-02-09,232.6
2025-01-04 22:54:22.575511+00:00,2024-10-28,353.2
2025-01-04 22:42:29.449411+00:00,2014-07-04,128.85
2025-01-04 22:42:43.345304+00:00,2014-10-08,128.85
2025-01-04 22:47:16.329243+00:00,2018-03-01,144.85
2025-01-04 22:45:27.001535+00:00,2017-12-19,144.85
2025-01-04 22:45:12.723593+00:00,2017-09-07,152.85
2025-01-04 22:45:29.917906+00:00,2018-01-02,145.1
2025-01-04 22:47:33.461767+00:00,2018-06-22,153.1
2025-01-04 22:44:31.399740+00:00,2016-11-16,161.1
2025-01-04 22:52:41.351018+00:00,2022-11-10,258.2
2025-01-04 22:47:38.602451+00:00,2018-07-30,145.35
2025-01-04 22:48:34.276825+00:00,2019-09-06,193.35
2025-01-04 22:49:12.979527+00:00,2020-06-10,217.35
2025-01-04 22:42:29.302316+00:00,2014-07-03,129.6
2025-01-04 22:42:52.668485+00:00,2014-12-17,129.6
2025-01-04 22:43:34.482609+00:00,2015-10-09,137.6
2025-01-04 22:43:41.683098+00:00,2015-12-01,137.6
2025-01-04 22:45:07.641011+00:00,2017-08-08,145.6
2025-01-04 22:50:38.543747+00:00,2022-02-03,233.6
2025-01-04 22:52:07.025905+00:00,2022-03-08,291.2
2025-01-04 22:42:38.751904+00:00,2014-09-04,129.85
2025-01-04 22:43:41.829373+00:00,2015-12-02,137.85
2025-01-04 22:43:42.667023+00:00,2015-12-08,137.85
2025-01-04 22:53:15.286646+00:00,2023-06-29,249.85
2025-01-04 22:52:35.810744+00:00,2022-09-28,259.95
2025-01-04 22:43:40.550299+00:00,2015-11-23,138.1
2025-01-04 22:43:40.974638+00:00,2015-11-26,138.1
2025-01-04 22:40:46.639445+00:00,2013-02-20,162.1
2025-01-04 22:41:01.378795+00:00,2013-06-06,146.35
2025-01-04 22:42:38.885095+00:00,2014-09-05,130.6
2025-01-04 22:40:58.503518+00:00,2013-05-16,146.6
2025-01-04 22:49:54.967832+00:00,2021-04-07,218.6
2025-01-04 22:53:20.814583+00:00,2023-08-08,250.6
2025-01-04 22:52:17.266991+00:00,2022-05-16,261.2
2025-01-04 22:43:24.421280+00:00,2015-07-27,130.85
2025-01-04 22:45:23.986773+00:00,2017-11-28,146.85
2025-01-04 22:44:36.242688+00:00,2016-12-22,154.85
2025-01-04 22:49:14.212796+00:00,2020-06-19,218.85
2025-01-04 22:42:51.139723+00:00,2014-12-05,131.1
2025-01-04 22:43:09.962810+00:00,2015-04-13,147.1
2025-01-04 22:44:26.429079+00:00,2016-10-12,155.1
2025-01-04 22:44:23.428381+00:00,2016-09-20,163.1
2025-01-04 22:53:44.273311+00:00,2024-01-30,262.2
2025-01-04 22:53:36.630712+00:00,2023-12-04,262.45
2025-01-04 22:43:13.005490+00:00,2015-05-06,139.35
2025-01-04 22:43:35.140135+00:00,2015-10-14,139.35
2025-01-04 22:47:30.324306+00:00,2018-05-30,155.35
2025-01-04 22:48:33.883515+00:00,2019-09-03,195.35
2025-01-04 22:52:48.865603+00:00,2023-01-04,262.95
2025-01-04 22:42:11.879568+00:00,2014-03-07,131.6
2025-01-04 22:44:02.897932+00:00,2016-04-28,155.6
2025-01-04 22:48:15.416601+00:00,2019-04-24,155.6
2025-01-04 22:44:19.554891+00:00,2016-08-23,163.6
2025-01-04 22:48:22.114366+00:00,2019-06-10,163.6
2025-01-04 22:52:56.090179+00:00,2023-02-24,263.45
2025-01-04 22:53:41.359583+00:00,2024-01-08,263.45
2025-01-04 22:43:14.818435+00:00,2015-05-19,139.85
2025-01-04 22:44:44.803655+00:00,2017-02-24,163.85
2025-01-04 22:50:37.286970+00:00,2022-01-25,235.85
2025-01-04 22:52:36.589241+00:00,2022-10-04,263.95
2025-01-04 22:54:18.258659+00:00,2024-09-27,327.95
2025-01-04 22:54:21.176934+00:00,2024-10-18,343.95
2025-01-04 22:42:08.838381+00:00,2014-02-12,126.05
2025-01-04 22:44:35.099420+00:00,2016-12-14,156.1
2025-01-04 22:48:02.018695+00:00,2019-01-18,156.1
2025-01-04 22:48:57.094601+00:00,2020-02-13,196.1
2025-01-04 22:49:41.994948+00:00,2021-01-04,228.1
2025-01-04 22:52:37.905199+00:00,2022-10-14,264.45
2025-01-04 22:42:44.417040+00:00,2014-10-16,132.35
2025-01-04 22:50:09.292460+00:00,2021-07-15,228.35
2025-01-04 22:49:32.383830+00:00,2020-10-29,236.35
2025-01-04 22:53:27.720142+00:00,2023-09-28,264.7
2025-01-04 22:43:00.132593+00:00,2015-02-05,148.6
2025-01-04 22:52:05.963463+00:00,2022-02-28,252.6
2025-01-04 22:53:06.325840+00:00,2023-04-28,265.2
2025-01-04 22:47:36.165048+00:00,2018-07-12,148.85
2025-01-04 22:47:53.832040+00:00,2018-11-19,148.85
2025-01-04 22:44:22.594930+00:00,2016-09-14,164.85
2025-01-04 22:50:20.136484+00:00,2021-09-24,220.85
2025-01-04 22:42:18.475555+00:00,2014-04-16,126.55
2025-01-04 22:42:35.811415+00:00,2014-08-13,133.1
2025-01-04 22:52:14.781425+00:00,2022-04-27,266.2
2025-01-04 22:52:51.704593+00:00,2023-01-24,266.2
2025-01-04 22:52:54.555548+00:00,2023-02-13,266.45
2025-01-04 22:47:42.963254+00:00,2018-08-31,141.35
2025-01-04 22:49:43.155097+00:00,2021-01-12,221.35
2025-01-04 22:50:26.982544+00:00,2021-11-12,237.35
2025-01-04 22:54:19.034065+00:00,2024-10-02,330.95
2025-01-04 22:41:32.681642+00:00,2014-01-13,122.8
2025-01-04 22:49:20.615510+00:00,2020-08-05,237.6
2025-01-04 22:49:28.246480+00:00,2020-09-30,237.6
2025-01-04 22:49:31.233081+00:00,2020-10-21,237.6
2025-01-04 22:52:34.625747+00:00,2022-09-19,253.6
2025-01-04 22:43:36.345427+00:00,2015-10-23,141.85
2025-01-04 22:49:59.551717+00:00,2021-05-11,221.85
2025-01-04 22:52:50.719393+00:00,2023-01-17,267.7
2025-01-04 22:53:53.074312+00:00,2024-04-02,283.95
2025-01-04 22:45:11.823514+00:00,2017-08-31,150.1
2025-01-04 22:49:32.244339+00:00,2020-10-28,238.1
2025-01-04 22:43:05.112430+00:00,2015-03-10,142.35
2025-01-04 22:47:51.057757+00:00,2018-10-29,150.35
2025-01-04 22:44:27.328305+00:00,2016-10-19,158.35
2025-01-04 22:48:03.829537+00:00,2019-01-31,158.35
2025-01-04 22:54:17.361538+00:00,2024-09-20,316.7
2025-01-04 22:54:17.235931+00:00,2024-09-19,316.95
2025-01-04 22:42:41.597608+00:00,2014-09-25,127.3
2025-01-04 22:47:43.607507+00:00,2018-09-05,142.6
2025-01-04 22:44:01.515509+00:00,2016-04-18,150.6
2025-01-04 22:50:04.565065+00:00,2021-06-10,222.6
2025-01-04 22:53:31.986560+00:00,2023-10-30,269.45
2025-01-04 22:43:12.089462+00:00,2015-04-29,142.85
2025-01-04 22:39:58.703449+00:00,2013-01-31,166.85
2025-01-04 22:48:39.446762+00:00,2019-10-10,190.85
2025-01-04 22:44:21.579112+00:00,2016-09-07,167.1
2025-01-04 22:45:10.565159+00:00,2017-08-22,151.35
2025-01-04 22:45:15.650902+00:00,2017-09-29,151.35
2025-01-04 22:53:04.503655+00:00,2023-04-19,270.95
2025-01-04 22:41:28.688830+00:00,2013-12-13,119.8
2025-01-04 22:42:50.621312+00:00,2014-12-01,127.8
2025-01-04 22:44:15.525172+00:00,2016-07-26,167.6
2025-01-04 22:47:40.102300+00:00,2018-08-10,143.85
2025-01-04 22:48:47.214700+00:00,2019-12-04,183.85
2025-01-04 22:52:48.069275+00:00,2022-12-29,255.85
2025-01-04 22:54:10.430960+00:00,2024-08-07,304.09
2025-01-04 22:42:43.232779+00:00,2014-10-07,128.17
2025-01-04 22:45:01.156908+00:00,2017-06-22,152.17
2025-01-04 22:50:36.479272+00:00,2022-01-19,232.17
2025-01-04 22:52:33.504087+00:00,2022-09-13,256.59
2025-01-04 22:47:39.553945+00:00,2018-08-06,144.42
2025-01-04 22:47:59.105512+00:00,2018-12-27,152.42
2025-01-04 22:40:52.044441+00:00,2013-03-29,168.42
2025-01-04 22:50:19.884912+00:00,2021-09-22,224.42
2025-01-04 22:53:34.709426+00:00,2023-11-20,256.84
2025-01-04 22:54:22.168449+00:00,2024-10-25,352.84
2025-01-04 22:52:42.193836+00:00,2022-11-16,257.09
2025-01-04 22:41:24.262326+00:00,2013-11-12,128.67
2025-01-04 22:42:57.213973+00:00,2015-01-19,152.67
2025-01-04 22:48:52.144762+00:00,2020-01-09,192.67
2025-01-04 22:53:46.343247+00:00,2024-02-14,257.59
2025-01-04 22:43:36.924486+00:00,2015-10-27,144.92
2025-01-04 22:47:17.953818+00:00,2018-03-12,144.92
2025-01-04 22:47:19.090812+00:00,2018-03-20,144.92
2025-01-04 22:49:38.987894+00:00,2020-12-14,216.92
2025-01-04 22:52:35.544006+00:00,2022-09-26,257.84
2025-01-04 22:53:38.707588+00:00,2023-12-19,257.84
2025-01-04 22:52:42.063648+00:00,2022-11-15,258.09
2025-01-04 22:49:48.149494+00:00,2021-02-15,217.17
2025-01-04 22:44:07.812888+00:00,2016-06-01,153.42
2025-01-04 22:44:30.376447+00:00,2016-11-08,161.42
2025-01-04 22:48:40.525524+00:00,2019-10-18,185.42
2025-01-04 22:48:38.117127+00:00,2019-10-04,193.42
2025-01-04 22:42:15.552414+00:00,2014-04-02,124.96
2025-01-04 22:44:15.934045+00:00,2016-07-29,169.92
2025-01-04 22:48:30.882507+00:00,2019-08-12,185.92
2025-01-04 22:52:56.505316+00:00,2023-02-27,259.84
2025-01-04 22:52:35.168725+00:00,2022-09-23,259.84
2025-01-04 22:53:38.856822+00:00,2023-12-20,259.84
2025-01-04 22:53:53.361772+00:00,2024-04-04,292.09
2025-01-04 22:48:21.338884+00:00,2019-06-04,162.17
2025-01-04 22:48:39.978497+00:00,2019-10-14,186.17
2025-01-04 22:48:37.143757+00:00,2019-09-27,194.17
2025-01-04 22:49:35.475652+00:00,2020-11-20,226.17
2025-01-04 22:50:10.227210+00:00,2021-07-22,226.17
2025-01-04 22:50:27.516458+00:00,2021-11-16,242.17
2025-01-04 22:53:03.053465+00:00,2023-04-12,276.34
2025-01-04 22:54:18.023429+00:00,2024-09-25,324.59
2025-01-04 22:42:24.243412+00:00,2014-05-28,125.21
2025-01-04 22:42:52.820103+00:00,2014-12-18,130.42
2025-01-04 22:49:29.987915+00:00,2020-10-12,234.42
2025-01-04 22:47:49.727220+00:00,2018-10-19,146.67
2025-01-04 22:40:46.492911+00:00,2013-02-19,162.67
2025-01-04 22:49:26.272816+00:00,2020-09-16,234.67
2025-01-04 22:52:56.640293+00:00,2023-02-28,261.34
2025-01-04 22:44:59.082607+00:00,2017-06-07,154.92
2025-01-04 22:52:49.623527+00:00,2023-01-09,261.84
2025-01-04 22:52:22.951384+00:00,2022-06-27,262.09
2025-01-04 22:53:03.473199+00:00,2023-04-14,278.09
2025-01-04 22:45:19.530488+00:00,2017-10-27,147.17
2025-01-04 22:40:50.230428+00:00,2013-03-15,163.17
2025-01-04 22:48:06.414314+00:00,2019-02-19,163.17
2025-01-04 22:48:33.720369+00:00,2019-09-02,195.17
2025-01-04 22:49:14.062799+00:00,2020-06-18,219.17
2025-01-04 22:49:22.325401+00:00,2020-08-18,235.17
2025-01-04 22:52:32.620402+00:00,2022-09-06,262.34
2025-01-04 22:42:52.001958+00:00,2014-12-12,131.42
2025-01-04 22:45:30.856385+00:00,2018-01-09,147.42
2025-01-04 22:40:49.933054+00:00,2013-03-13,163.42
2025-01-04 22:44:32.066639+00:00,2016-11-21,163.42
2025-01-04 22:50:17.870562+00:00,2021-09-09,219.42
2025-01-04 22:53:14.982434+00:00,2023-06-27,251.42
2025-01-04 22:52:25.888169+00:00,2022-07-18,263.09
2025-01-04 22:53:49.063042+00:00,2024-03-04,263.09
2025-01-04 22:43:37.981828+00:00,2015-11-04,139.67
2025-01-04 22:43:50.544731+00:00,2016-01-28,147.67
2025-01-04 22:42:25.116690+00:00,2014-06-03,121.96
2025-01-04 22:40:57.728250+00:00,2013-05-10,147.92
2025-01-04 22:45:22.293802+00:00,2017-11-16,147.92
2025-01-04 22:47:53.077476+00:00,2018-11-13,147.92
2025-01-04 22:52:29.979025+00:00,2022-08-17,264.09
2025-01-04 22:42:11.468679+00:00,2014-03-04,132.17
2025-01-04 22:43:18.674558+00:00,2015-06-16,140.17
2025-01-04 22:50:29.810483+00:00,2021-12-02,236.17
2025-01-04 22:52:04.328543+00:00,2022-02-16,236.17
2025-01-04 22:43:31.330093+00:00,2015-09-16,132.42
2025-01-04 22:43:00.338762+00:00,2015-02-06,148.42
2025-01-04 22:45:15.140332+00:00,2017-09-25,148.42
2025-01-04 22:53:55.285993+00:00,2024-04-18,313.09
2025-01-04 22:41:12.722231+00:00,2013-08-23,140.67
2025-01-04 22:49:11.244558+00:00,2020-05-28,220.67
2025-01-04 22:52:50.600705+00:00,2023-01-16,265.34
2025-01-04 22:54:30.556811+00:00,2024-12-27,345.59
2025-01-04 22:44:05.927232+00:00,2016-05-20,156.92
2025-01-04 22:48:56.716470+00:00,2020-02-10,196.92
2025-01-04 22:53:09.050632+00:00,2023-05-17,266.09
2025-01-04 22:48:08.813604+00:00,2019-03-08,157.17
2025-01-04 22:50:09.024340+00:00,2021-07-13,221.17
2025-01-04 22:48:17.466773+00:00,2019-05-08,157.67
2025-01-04 22:50:20.676741+00:00,2021-09-28,221.67
2025-01-04 22:50:32.847503+00:00,2021-12-24,237.67
2025-01-04 22:53:20.699300+00:00,2023-08-07,253.67
2025-01-04 22:52:52.751478+00:00,2023-01-31,267.59
2025-01-04 22:44:49.377249+00:00,2017-03-30,157.92
2025-01-04 22:48:28.560670+00:00,2019-07-26,173.92
2025-01-04 22:49:59.033552+00:00,2021-05-07,221.92
2025-01-04 22:49:18.675338+00:00,2020-07-22,229.92
2025-01-04 22:54:27.617928+00:00,2024-12-05,347.84
2025-01-04 22:45:14.626786+00:00,2017-09-21,150.17
2025-01-04 22:48:49.863502+00:00,2019-12-23,182.17
2025-01-04 22:52:19.394884+00:00,2022-05-31,254.17
2025-01-04 22:53:49.192148+00:00,2024-03-05,268.59
2025-01-04 22:52:52.002909+00:00,2023-01-26,268.59
2025-01-04 22:49:54.074462+00:00,2021-03-31,214.42
2025-01-04 22:47:34.282319+00:00,2018-06-28,150.67
2025-01-04 22:52:19.769318+00:00,2022-06-03,254.67
2025-01-04 22:53:52.504349+00:00,2024-03-29,285.34
2025-01-04 22:54:06.610724+00:00,2024-07-09,301.59
2025-01-04 22:42:26.331793+00:00,2014-06-12,123.46
2025-01-04 22:42:17.507901+00:00,2014-04-09,127.46
2025-01-04 22:44:40.677414+00:00,2017-01-24,158.92
2025-01-04 22:48:45.953370+00:00,2019-11-25,182.92
2025-01-04 22:49:41.008632+00:00,2020-12-28,222.92
2025-01-04 22:49:10.997589+00:00,2020-05-26,230.92
2025-01-04 22:48:52.643220+00:00,2020-01-13,191.17
2025-01-04 22:52:45.863082+00:00,2022-12-13,255.17
2025-01-04 22:45:17.319465+00:00,2017-10-11,151.42
2025-01-04 22:48:29.102251+00:00,2019-07-30,175.42
2025-01-04 22:52:45.046710+00:00,2022-12-07,255.42
2025-01-04 22:54:16.958175+00:00,2024-09-17,319.34
2025-01-04 22:54:28.641203+00:00,2024-12-13,351.59
2025-01-04 22:41:07.416265+00:00,2013-07-17,135.92
2025-01-04 22:49:04.302315+00:00,2020-04-07,223.92
2025-01-04 22:41:26.337452+00:00,2013-11-27,124.12
2025-01-04 22:43:16.204832+00:00,2015-05-29,144.24
2025-01-04 22:42:57.358013+00:00,2015-01-20,152.24
2025-01-04 22:43:56.078983+00:00,2016-03-09,160.24
2025-01-04 22:44:50.440561+00:00,2017-04-07,160.24
2025-01-04 22:41:08.537782+00:00,2013-07-25,136.49
2025-01-04 22:43:16.888145+00:00,2015-06-03,144.49
2025-01-04 22:48:11.569363+00:00,2019-03-28,160.49
2025-01-04 22:52:03.214751+00:00,2022-02-08,232.49
