data_generacji,kryptowaluta_data,kryptowaluta_cena,kryptowaluta_waluta,kryptowaluta_nazwa,kryptowaluta_kod
2021-04-20 00:00:00+00:00,2021-04-20,216477.0,PLN,BITCOIN,btc
2022-06-20 00:00:00+00:00,2022-06-20,91545.0,PLN,BITCOIN,btc
2019-10-06 00:00:00+00:00,2019-10-06,31000.0,PLN,BITCOIN,btc
2019-09-10 00:00:00+00:00,2019-09-10,39783.0,PLN,BITCOIN,btc
2023-11-02 10:00:15+00:00,2023-11-02,148198.0,PLN,BITCOIN,btc
2023-06-09 10:00:01+00:00,2023-06-09,109867.0,PLN,BITCOIN,btc
2023-03-11 00:00:00+00:00,2023-03-11,90538.0,PLN,BITCOIN,btc
2020-01-16 00:00:00+00:00,2020-01-16,33000.0,PLN,BITCOIN,btc
2023-02-14 00:00:00+00:00,2023-02-14,98798.0,PLN,BITCOIN,btc
2018-07-24 00:00:00+00:00,2018-07-24,30490.0,PLN,BITCOIN,btc
2024-05-28 10:01:45+00:00,2024-05-28,264815.0,PLN,BITCOIN,btc
2020-08-08 00:00:00+00:00,2020-08-08,43763.0,PLN,BITCOIN,btc
2020-04-27 00:00:00+00:00,2020-04-27,32700.0,PLN,BITCOIN,btc
2023-09-20 10:00:02+00:00,2023-09-20,117881.0,PLN,BITCOIN,btc
2015-09-17 00:00:00+00:00,2015-09-17,880.0,PLN,BITCOIN,btc
2018-12-09 00:00:00+00:00,2018-12-09,13399.0,PLN,BITCOIN,btc
2024-02-17 10:04:34+00:00,2024-02-17,208493.0,PLN,BITCOIN,btc
2023-02-23 00:00:00+00:00,2023-02-23,107133.0,PLN,BITCOIN,btc
2020-10-16 00:00:00+00:00,2020-10-16,44050.0,PLN,BITCOIN,btc
2017-09-10 00:00:00+00:00,2017-09-10,16022.0,PLN,BITCOIN,btc
2023-08-26 10:00:01+00:00,2023-08-26,107811.0,PLN,BITCOIN,btc
2018-06-16 00:00:00+00:00,2018-06-16,23928.0,PLN,BITCOIN,btc
2016-02-14 00:00:00+00:00,2016-02-14,1564.0,PLN,BITCOIN,btc
2016-08-27 00:00:00+00:00,2016-08-27,2198.0,PLN,BITCOIN,btc
2021-09-27 00:00:00+00:00,2021-09-27,166500.0,PLN,BITCOIN,btc
2016-07-10 00:00:00+00:00,2016-07-10,2597.0,PLN,BITCOIN,btc
2018-03-04 00:00:00+00:00,2018-03-04,38800.0,PLN,BITCOIN,btc
2019-02-12 00:00:00+00:00,2019-02-12,13762.0,PLN,BITCOIN,btc
2020-07-28 00:00:00+00:00,2020-07-28,40000.0,PLN,BITCOIN,btc
2021-11-13 00:00:00+00:00,2021-11-13,262300.0,PLN,BITCOIN,btc
2022-12-31 00:00:00+00:00,2022-12-31,73296.0,PLN,BITCOIN,btc
2017-04-17 00:00:00+00:00,2017-04-17,4761.0,PLN,BITCOIN,btc
2015-10-22 00:00:00+00:00,2015-10-22,1043.0,PLN,BITCOIN,btc
2024-06-19 10:00:03+00:00,2024-06-19,264395.0,PLN,BITCOIN,btc
2020-08-31 00:00:00+00:00,2020-08-31,43361.0,PLN,BITCOIN,btc
2019-08-22 00:00:00+00:00,2019-08-22,39910.0,PLN,BITCOIN,btc
2019-08-26 00:00:00+00:00,2019-08-26,40770.0,PLN,BITCOIN,btc
2020-10-29 00:00:00+00:00,2020-10-29,53297.0,PLN,BITCOIN,btc
2017-07-25 00:00:00+00:00,2017-07-25,9289.0,PLN,BITCOIN,btc
2022-03-29 00:00:00+00:00,2022-03-29,197900.0,PLN,BITCOIN,btc
2018-07-27 00:00:00+00:00,2018-07-27,30000.0,PLN,BITCOIN,btc
2019-11-25 00:00:00+00:00,2019-11-25,27949.0,PLN,BITCOIN,btc
2018-03-29 00:00:00+00:00,2018-03-29,24300.0,PLN,BITCOIN,btc
2024-07-09 10:00:05+00:00,2024-07-09,225229.0,PLN,BITCOIN,btc
2021-11-16 00:00:00+00:00,2021-11-16,248123.0,PLN,BITCOIN,btc
2018-03-09 00:00:00+00:00,2018-03-09,31560.0,PLN,BITCOIN,btc
2025-01-11 10:00:02+00:00,2025-01-11,391075.0,PLN,BITCOIN,btc
2023-08-07 10:00:00+00:00,2023-08-07,117385.0,PLN,BITCOIN,btc
2018-04-14 00:00:00+00:00,2018-04-14,27228.0,PLN,BITCOIN,btc
2019-03-17 00:00:00+00:00,2019-03-17,15100.0,PLN,BITCOIN,btc
2021-05-05 00:00:00+00:00,2021-05-05,216275.0,PLN,BITCOIN,btc
2016-01-03 00:00:00+00:00,2016-01-03,1681.0,PLN,BITCOIN,btc
2024-02-04 10:04:53+00:00,2024-02-04,171052.0,PLN,BITCOIN,btc
2017-05-22 00:00:00+00:00,2017-05-22,7839.0,PLN,BITCOIN,btc
2016-01-09 00:00:00+00:00,2016-01-09,1789.0,PLN,BITCOIN,btc
2019-01-05 00:00:00+00:00,2019-01-05,14350.0,PLN,BITCOIN,btc
2016-10-09 00:00:00+00:00,2016-10-09,2387.0,PLN,BITCOIN,btc
2023-02-24 00:00:00+00:00,2023-02-24,103998.0,PLN,BITCOIN,btc
2018-08-31 00:00:00+00:00,2018-08-31,25839.0,PLN,BITCOIN,btc
2021-09-19 00:00:00+00:00,2021-09-19,184503.0,PLN,BITCOIN,btc
2019-08-01 00:00:00+00:00,2019-08-01,40516.0,PLN,BITCOIN,btc
2018-06-15 00:00:00+00:00,2018-06-15,23679.0,PLN,BITCOIN,btc
2017-08-09 00:00:00+00:00,2017-08-09,12289.0,PLN,BITCOIN,btc
2020-07-31 00:00:00+00:00,2020-07-31,42441.0,PLN,BITCOIN,btc
2016-09-07 00:00:00+00:00,2016-09-07,2386.0,PLN,BITCOIN,btc
2017-06-28 00:00:00+00:00,2017-06-28,9547.0,PLN,BITCOIN,btc
2017-12-15 00:00:00+00:00,2017-12-15,61961.0,PLN,BITCOIN,btc
2019-06-29 00:00:00+00:00,2019-06-29,44416.0,PLN,BITCOIN,btc
2024-11-28 10:01:57+00:00,2024-11-28,389930.0,PLN,BITCOIN,btc
2023-09-27 23:03:02+00:00,2023-09-27,115776.0,PLN,BITCOIN,btc
2024-12-31 10:01:31+00:00,2024-12-31,384439.0,PLN,BITCOIN,btc
2022-10-02 00:00:00+00:00,2022-10-02,94286.0,PLN,BITCOIN,btc
2017-03-07 00:00:00+00:00,2017-03-07,5089.0,PLN,BITCOIN,btc
2017-05-07 00:00:00+00:00,2017-05-07,5887.0,PLN,BITCOIN,btc
2021-10-25 00:00:00+00:00,2021-10-25,249232.0,PLN,BITCOIN,btc
2023-07-06 10:00:01+00:00,2023-07-06,126532.0,PLN,BITCOIN,btc
2021-09-01 00:00:00+00:00,2021-09-01,184900.0,PLN,BITCOIN,btc
2018-10-12 00:00:00+00:00,2018-10-12,23433.0,PLN,BITCOIN,btc
2024-11-24 10:01:37+00:00,2024-11-24,408802.0,PLN,BITCOIN,btc
2023-02-07 00:00:00+00:00,2023-02-07,102708.0,PLN,BITCOIN,btc
2016-11-21 00:00:00+00:00,2016-11-21,3149.0,PLN,BITCOIN,btc
2021-04-29 00:00:00+00:00,2021-04-29,202095.0,PLN,BITCOIN,btc
2017-01-20 00:00:00+00:00,2017-01-20,3730.0,PLN,BITCOIN,btc
2017-01-12 00:00:00+00:00,2017-01-12,3600.0,PLN,BITCOIN,btc
2022-07-26 00:00:00+00:00,2022-07-26,99786.0,PLN,BITCOIN,btc
2024-01-29 10:01:55+00:00,2024-01-29,169657.0,PLN,BITCOIN,btc
2021-02-08 00:00:00+00:00,2021-02-08,169520.0,PLN,BITCOIN,btc
2017-09-25 00:00:00+00:00,2017-09-25,13189.0,PLN,BITCOIN,btc
2018-08-09 00:00:00+00:00,2018-08-09,24432.0,PLN,BITCOIN,btc
2016-02-19 00:00:00+00:00,2016-02-19,1616.0,PLN,BITCOIN,btc
2020-02-26 00:00:00+00:00,2020-02-26,35160.0,PLN,BITCOIN,btc
2019-09-13 00:00:00+00:00,2019-09-13,40580.0,PLN,BITCOIN,btc
2020-06-21 00:00:00+00:00,2020-06-21,37179.0,PLN,BITCOIN,btc
2024-05-10 10:02:25+00:00,2024-05-10,251066.0,PLN,BITCOIN,btc
2023-10-29 10:02:24+00:00,2023-10-29,144700.0,PLN,BITCOIN,btc
2023-03-27 00:00:00+00:00,2023-03-27,118248.0,PLN,BITCOIN,btc
2016-01-02 00:00:00+00:00,2016-01-02,1697.0,PLN,BITCOIN,btc
2016-08-08 00:00:00+00:00,2016-08-08,2302.0,PLN,BITCOIN,btc
2019-01-28 00:00:00+00:00,2019-01-28,12885.0,PLN,BITCOIN,btc
2023-07-10 10:00:01+00:00,2023-07-10,122663.0,PLN,BITCOIN,btc
2020-03-04 00:00:00+00:00,2020-03-04,34075.0,PLN,BITCOIN,btc
2018-11-05 00:00:00+00:00,2018-11-05,24101.0,PLN,BITCOIN,btc
2020-04-26 00:00:00+00:00,2020-04-26,32390.0,PLN,BITCOIN,btc
2021-02-10 00:00:00+00:00,2021-02-10,166902.0,PLN,BITCOIN,btc
2022-05-08 00:00:00+00:00,2022-05-08,151943.0,PLN,BITCOIN,btc
2022-06-24 00:00:00+00:00,2022-06-24,94795.0,PLN,BITCOIN,btc
2023-05-07 00:00:00+00:00,2023-05-07,118600.0,PLN,BITCOIN,btc
2022-09-06 00:00:00+00:00,2022-09-06,90131.0,PLN,BITCOIN,btc
2021-04-08 00:00:00+00:00,2021-04-08,222496.0,PLN,BITCOIN,btc
2019-01-31 00:00:00+00:00,2019-01-31,12685.0,PLN,BITCOIN,btc
2018-02-13 00:00:00+00:00,2018-02-13,29066.0,PLN,BITCOIN,btc
2024-02-02 10:00:02+00:00,2024-02-02,170356.0,PLN,BITCOIN,btc
2020-04-02 00:00:00+00:00,2020-04-02,27890.0,PLN,BITCOIN,btc
2021-08-17 00:00:00+00:00,2021-08-17,175323.0,PLN,BITCOIN,btc
2024-10-03 10:02:49+00:00,2024-10-03,237320.0,PLN,BITCOIN,btc
2022-10-04 00:00:00+00:00,2022-10-04,98317.0,PLN,BITCOIN,btc
2020-09-11 00:00:00+00:00,2020-09-11,39319.0,PLN,BITCOIN,btc
2024-08-19 10:00:03+00:00,2024-08-19,226127.0,PLN,BITCOIN,btc
2021-12-25 00:00:00+00:00,2021-12-25,208900.0,PLN,BITCOIN,btc
2016-11-10 00:00:00+00:00,2016-11-10,2938.0,PLN,BITCOIN,btc
2022-02-06 00:00:00+00:00,2022-02-06,169426.0,PLN,BITCOIN,btc
2022-11-15 00:00:00+00:00,2022-11-15,78222.0,PLN,BITCOIN,btc
2019-06-13 00:00:00+00:00,2019-06-13,31150.0,PLN,BITCOIN,btc
2023-07-14 10:00:01+00:00,2023-07-14,123850.0,PLN,BITCOIN,btc
2018-12-04 00:00:00+00:00,2018-12-04,14850.0,PLN,BITCOIN,btc
2016-10-31 00:00:00+00:00,2016-10-31,2827.0,PLN,BITCOIN,btc
2017-09-16 00:00:00+00:00,2017-09-16,13983.0,PLN,BITCOIN,btc
2020-01-08 00:00:00+00:00,2020-01-08,30604.0,PLN,BITCOIN,btc
2018-10-09 00:00:00+00:00,2018-10-09,24742.0,PLN,BITCOIN,btc
2017-12-14 00:00:00+00:00,2017-12-14,58300.0,PLN,BITCOIN,btc
2019-07-01 00:00:00+00:00,2019-07-01,39818.0,PLN,BITCOIN,btc
2017-06-24 00:00:00+00:00,2017-06-24,9810.0,PLN,BITCOIN,btc
2023-01-27 00:00:00+00:00,2023-01-27,99715.0,PLN,BITCOIN,btc
2020-05-07 00:00:00+00:00,2020-05-07,42240.0,PLN,BITCOIN,btc
2018-06-04 00:00:00+00:00,2018-06-04,27349.0,PLN,BITCOIN,btc
2018-02-15 00:00:00+00:00,2018-02-15,33690.0,PLN,BITCOIN,btc
2020-12-20 00:00:00+00:00,2020-12-20,86105.0,PLN,BITCOIN,btc
2019-04-20 00:00:00+00:00,2019-04-20,20250.0,PLN,BITCOIN,btc
2021-03-06 00:00:00+00:00,2021-03-06,188090.0,PLN,BITCOIN,btc
2015-11-11 00:00:00+00:00,2015-11-11,1221.0,PLN,BITCOIN,btc
2020-06-11 00:00:00+00:00,2020-06-11,37385.0,PLN,BITCOIN,btc
2021-11-10 00:00:00+00:00,2021-11-10,260800.0,PLN,BITCOIN,btc
2018-12-07 00:00:00+00:00,2018-12-07,12860.0,PLN,BITCOIN,btc
2020-12-11 00:00:00+00:00,2020-12-11,66645.0,PLN,BITCOIN,btc
2017-03-03 00:00:00+00:00,2017-03-03,5186.0,PLN,BITCOIN,btc
2023-05-14 00:00:00+00:00,2023-05-14,112369.0,PLN,BITCOIN,btc
2018-06-03 00:00:00+00:00,2018-06-03,28286.0,PLN,BITCOIN,btc
2015-09-08 00:00:00+00:00,2015-09-08,933.0,PLN,BITCOIN,btc
2016-03-09 00:00:00+00:00,2016-03-09,1619.0,PLN,BITCOIN,btc
2020-04-25 00:00:00+00:00,2020-04-25,31799.0,PLN,BITCOIN,btc
2018-04-05 00:00:00+00:00,2018-04-05,23320.0,PLN,BITCOIN,btc
2021-04-07 00:00:00+00:00,2021-04-07,219690.0,PLN,BITCOIN,btc
2015-12-11 00:00:00+00:00,2015-12-11,1765.0,PLN,BITCOIN,btc
2019-04-14 00:00:00+00:00,2019-04-14,19559.0,PLN,BITCOIN,btc
2020-11-29 00:00:00+00:00,2020-11-29,68490.0,PLN,BITCOIN,btc
2018-05-31 00:00:00+00:00,2018-05-31,27604.0,PLN,BITCOIN,btc
2018-03-28 00:00:00+00:00,2018-03-28,26859.0,PLN,BITCOIN,btc
2024-04-10 10:00:02+00:00,2024-04-10,272542.0,PLN,BITCOIN,btc
2022-02-08 00:00:00+00:00,2022-02-08,177779.0,PLN,BITCOIN,btc
2024-03-23 10:00:03+00:00,2024-03-23,257574.0,PLN,BITCOIN,btc
2020-05-22 00:00:00+00:00,2020-05-22,38404.0,PLN,BITCOIN,btc
2017-07-23 00:00:00+00:00,2017-07-23,9999.0,PLN,BITCOIN,btc
2017-12-08 00:00:00+00:00,2017-12-08,55358.0,PLN,BITCOIN,btc
2016-08-09 00:00:00+00:00,2016-08-09,2296.0,PLN,BITCOIN,btc
2022-10-21 00:00:00+00:00,2022-10-21,93160.0,PLN,BITCOIN,btc
2016-04-09 00:00:00+00:00,2016-04-09,1581.0,PLN,BITCOIN,btc
2020-09-07 00:00:00+00:00,2020-09-07,39602.0,PLN,BITCOIN,btc
2019-12-05 00:00:00+00:00,2019-12-05,28598.0,PLN,BITCOIN,btc
2019-08-19 00:00:00+00:00,2019-08-19,42993.0,PLN,BITCOIN,btc
2023-08-13 10:00:01+00:00,2023-08-13,119083.0,PLN,BITCOIN,btc
2018-09-02 00:00:00+00:00,2018-09-02,26727.0,PLN,BITCOIN,btc
2022-08-23 00:00:00+00:00,2022-08-23,103211.0,PLN,BITCOIN,btc
2020-12-01 00:00:00+00:00,2020-12-01,69500.0,PLN,BITCOIN,btc
2023-09-29 20:00:25+00:00,2023-09-29,117378.0,PLN,BITCOIN,btc
2019-10-23 00:00:00+00:00,2019-10-23,28722.0,PLN,BITCOIN,btc
2020-01-21 00:00:00+00:00,2020-01-21,33435.0,PLN,BITCOIN,btc
2020-03-02 00:00:00+00:00,2020-03-02,34625.0,PLN,BITCOIN,btc
2023-10-17 10:02:11+00:00,2023-10-17,119519.0,PLN,BITCOIN,btc
2023-11-04 10:03:59+00:00,2023-11-04,144795.0,PLN,BITCOIN,btc
2020-01-09 00:00:00+00:00,2020-01-09,29955.0,PLN,BITCOIN,btc
2020-06-17 00:00:00+00:00,2020-06-17,37274.0,PLN,BITCOIN,btc
2019-12-26 00:00:00+00:00,2019-12-26,27898.0,PLN,BITCOIN,btc
2021-11-19 00:00:00+00:00,2021-11-19,244852.0,PLN,BITCOIN,btc
2022-04-17 00:00:00+00:00,2022-04-17,171376.0,PLN,BITCOIN,btc
2015-09-11 00:00:00+00:00,2015-09-11,907.0,PLN,BITCOIN,btc
2016-05-24 00:00:00+00:00,2016-05-24,1785.0,PLN,BITCOIN,btc
2017-05-24 00:00:00+00:00,2017-05-24,9034.0,PLN,BITCOIN,btc
2023-10-22 10:00:02+00:00,2023-10-22,125612.0,PLN,BITCOIN,btc
2017-01-21 00:00:00+00:00,2017-01-21,3788.0,PLN,BITCOIN,btc
2022-02-13 00:00:00+00:00,2022-02-13,170584.0,PLN,BITCOIN,btc
2022-01-10 00:00:00+00:00,2022-01-10,168730.0,PLN,BITCOIN,btc
2021-09-22 00:00:00+00:00,2021-09-22,172967.0,PLN,BITCOIN,btc
2016-02-09 00:00:00+00:00,2016-02-09,1511.0,PLN,BITCOIN,btc
2016-06-07 00:00:00+00:00,2016-06-07,2228.0,PLN,BITCOIN,btc
2019-12-25 00:00:00+00:00,2019-12-25,27881.0,PLN,BITCOIN,btc
2019-09-09 00:00:00+00:00,2019-09-09,40800.0,PLN,BITCOIN,btc
2017-07-22 00:00:00+00:00,2017-07-22,10111.0,PLN,BITCOIN,btc
2016-02-20 00:00:00+00:00,2016-02-20,1681.0,PLN,BITCOIN,btc
2018-11-30 00:00:00+00:00,2018-11-30,15201.0,PLN,BITCOIN,btc
2021-06-03 00:00:00+00:00,2021-06-03,144489.0,PLN,BITCOIN,btc
2020-03-01 00:00:00+00:00,2020-03-01,33627.0,PLN,BITCOIN,btc
2018-01-08 00:00:00+00:00,2018-01-08,54000.0,PLN,BITCOIN,btc
2015-09-23 00:00:00+00:00,2015-09-23,880.0,PLN,BITCOIN,btc
2022-10-25 00:00:00+00:00,2022-10-25,96420.0,PLN,BITCOIN,btc
2019-07-03 00:00:00+00:00,2019-07-03,44950.0,PLN,BITCOIN,btc
2023-05-25 00:00:00+00:00,2023-05-25,111680.0,PLN,BITCOIN,btc
2021-03-25 00:00:00+00:00,2021-03-25,203599.0,PLN,BITCOIN,btc
2020-11-22 00:00:00+00:00,2020-11-22,69501.0,PLN,BITCOIN,btc
2019-01-10 00:00:00+00:00,2019-01-10,13621.0,PLN,BITCOIN,btc
2023-08-18 10:00:01+00:00,2023-08-18,108620.0,PLN,BITCOIN,btc
2018-11-09 00:00:00+00:00,2018-11-09,24057.0,PLN,BITCOIN,btc
2016-08-19 00:00:00+00:00,2016-08-19,2236.0,PLN,BITCOIN,btc
2016-04-02 00:00:00+00:00,2016-04-02,1576.0,PLN,BITCOIN,btc
2021-12-29 00:00:00+00:00,2021-12-29,190413.0,PLN,BITCOIN,btc
2024-04-17 10:00:03+00:00,2024-04-17,259291.0,PLN,BITCOIN,btc
2024-11-05 10:02:47+00:00,2024-11-05,275929.0,PLN,BITCOIN,btc
2021-07-16 00:00:00+00:00,2021-07-16,122779.0,PLN,BITCOIN,btc
2017-09-23 00:00:00+00:00,2017-09-23,13189.0,PLN,BITCOIN,btc
2020-12-29 00:00:00+00:00,2020-12-29,101332.0,PLN,BITCOIN,btc
2018-07-29 00:00:00+00:00,2018-07-29,30333.0,PLN,BITCOIN,btc
2023-05-26 00:00:00+00:00,2023-05-26,112790.0,PLN,BITCOIN,btc
2021-08-19 00:00:00+00:00,2021-08-19,183262.0,PLN,BITCOIN,btc
2023-02-22 00:00:00+00:00,2023-02-22,108688.0,PLN,BITCOIN,btc
2017-01-30 00:00:00+00:00,2017-01-30,3769.0,PLN,BITCOIN,btc
2024-09-24 10:02:10+00:00,2024-09-24,243872.0,PLN,BITCOIN,btc
2022-04-02 00:00:00+00:00,2022-04-02,192633.0,PLN,BITCOIN,btc
2017-09-28 00:00:00+00:00,2017-09-28,15099.0,PLN,BITCOIN,btc
2022-11-27 00:00:00+00:00,2022-11-27,74741.0,PLN,BITCOIN,btc
2015-11-20 00:00:00+00:00,2015-11-20,1303.0,PLN,BITCOIN,btc
2018-06-23 00:00:00+00:00,2018-06-23,22958.0,PLN,BITCOIN,btc
2023-02-28 00:00:00+00:00,2023-02-28,103352.0,PLN,BITCOIN,btc
2019-04-06 00:00:00+00:00,2019-04-06,19338.0,PLN,BITCOIN,btc
2016-04-29 00:00:00+00:00,2016-04-29,1771.0,PLN,BITCOIN,btc
2019-06-06 00:00:00+00:00,2019-06-06,29691.0,PLN,BITCOIN,btc
2018-01-02 00:00:00+00:00,2018-01-02,53095.0,PLN,BITCOIN,btc
2019-04-18 00:00:00+00:00,2019-04-18,20118.0,PLN,BITCOIN,btc
2020-08-25 00:00:00+00:00,2020-08-25,42692.0,PLN,BITCOIN,btc
2018-04-01 00:00:00+00:00,2018-04-01,23438.0,PLN,BITCOIN,btc
2017-03-27 00:00:00+00:00,2017-03-27,4107.0,PLN,BITCOIN,btc
2022-10-30 00:00:00+00:00,2022-10-30,97939.0,PLN,BITCOIN,btc
2023-07-04 10:00:01+00:00,2023-07-04,125530.0,PLN,BITCOIN,btc
2022-07-17 00:00:00+00:00,2022-07-17,98300.0,PLN,BITCOIN,btc
2015-11-07 00:00:00+00:00,2015-11-07,1516.0,PLN,BITCOIN,btc
2020-06-12 00:00:00+00:00,2020-06-12,37820.0,PLN,BITCOIN,btc
2021-11-23 00:00:00+00:00,2021-11-23,245480.0,PLN,BITCOIN,btc
2017-12-23 00:00:00+00:00,2017-12-23,55157.0,PLN,BITCOIN,btc
2020-03-13 00:00:00+00:00,2020-03-13,22650.0,PLN,BITCOIN,btc
2021-10-16 00:00:00+00:00,2021-10-16,233280.0,PLN,BITCOIN,btc
2016-11-22 00:00:00+00:00,2016-11-22,3199.0,PLN,BITCOIN,btc
2020-06-08 00:00:00+00:00,2020-06-08,38361.0,PLN,BITCOIN,btc
2020-11-06 00:00:00+00:00,2020-11-06,58677.0,PLN,BITCOIN,btc
2015-09-06 00:00:00+00:00,2015-09-06,915.0,PLN,BITCOIN,btc
2022-03-18 00:00:00+00:00,2022-03-18,178362.0,PLN,BITCOIN,btc
2020-12-13 00:00:00+00:00,2020-12-13,69750.0,PLN,BITCOIN,btc
2019-12-20 00:00:00+00:00,2019-12-20,27832.0,PLN,BITCOIN,btc
2024-06-18 10:00:04+00:00,2024-06-18,266136.0,PLN,BITCOIN,btc
2020-08-03 00:00:00+00:00,2020-08-03,42117.0,PLN,BITCOIN,btc
2015-08-30 00:00:00+00:00,2015-08-30,869.0,PLN,BITCOIN,btc
2022-08-14 00:00:00+00:00,2022-08-14,110761.0,PLN,BITCOIN,btc
2024-10-01 10:00:03+00:00,2024-10-01,246769.0,PLN,BITCOIN,btc
2024-11-26 10:01:42+00:00,2024-11-26,383147.0,PLN,BITCOIN,btc
2018-04-03 00:00:00+00:00,2018-04-03,25399.0,PLN,BITCOIN,btc
2019-05-30 00:00:00+00:00,2019-05-30,32200.0,PLN,BITCOIN,btc
2017-12-27 00:00:00+00:00,2017-12-27,56200.0,PLN,BITCOIN,btc
2015-12-17 00:00:00+00:00,2015-12-17,1792.0,PLN,BITCOIN,btc
2022-12-04 00:00:00+00:00,2022-12-04,76290.0,PLN,BITCOIN,btc
2022-06-28 00:00:00+00:00,2022-06-28,90504.0,PLN,BITCOIN,btc
2018-04-21 00:00:00+00:00,2018-04-21,30058.0,PLN,BITCOIN,btc
2019-08-29 00:00:00+00:00,2019-08-29,38016.0,PLN,BITCOIN,btc
2022-09-16 00:00:00+00:00,2022-09-16,93604.0,PLN,BITCOIN,btc
2024-03-04 10:00:03+00:00,2024-03-04,260060.0,PLN,BITCOIN,btc
2018-06-28 00:00:00+00:00,2018-06-28,22133.0,PLN,BITCOIN,btc
2022-10-01 00:00:00+00:00,2022-10-01,95741.0,PLN,BITCOIN,btc
2024-11-29 10:01:56+00:00,2024-11-29,391029.0,PLN,BITCOIN,btc
2022-02-10 00:00:00+00:00,2022-02-10,173000.0,PLN,BITCOIN,btc
2019-09-08 00:00:00+00:00,2019-09-08,41196.0,PLN,BITCOIN,btc
2018-12-12 00:00:00+00:00,2018-12-12,13088.0,PLN,BITCOIN,btc
2022-03-31 00:00:00+00:00,2022-03-31,191497.0,PLN,BITCOIN,btc
2023-10-12 10:02:38+00:00,2023-10-12,114433.0,PLN,BITCOIN,btc
2019-10-24 00:00:00+00:00,2019-10-24,28778.0,PLN,BITCOIN,btc
2017-03-22 00:00:00+00:00,2017-03-22,4197.0,PLN,BITCOIN,btc
2023-10-30 10:04:01+00:00,2023-10-30,145182.0,PLN,BITCOIN,btc
2021-11-11 00:00:00+00:00,2021-11-11,264300.0,PLN,BITCOIN,btc
2023-10-06 10:00:02+00:00,2023-10-06,120402.0,PLN,BITCOIN,btc
2019-05-28 00:00:00+00:00,2019-05-28,33508.0,PLN,BITCOIN,btc
2017-04-12 00:00:00+00:00,2017-04-12,4830.0,PLN,BITCOIN,btc
2016-11-05 00:00:00+00:00,2016-11-05,2776.0,PLN,BITCOIN,btc
2022-01-06 00:00:00+00:00,2022-01-06,176177.0,PLN,BITCOIN,btc
2022-05-17 00:00:00+00:00,2022-05-17,135049.0,PLN,BITCOIN,btc
2023-12-19 10:00:02+00:00,2023-12-19,170448.0,PLN,BITCOIN,btc
2017-07-20 00:00:00+00:00,2017-07-20,9763.0,PLN,BITCOIN,btc
2024-12-13 10:00:03+00:00,2024-12-13,408578.0,PLN,BITCOIN,btc
2024-12-27 10:01:30+00:00,2024-12-27,392713.0,PLN,BITCOIN,btc
2018-04-02 00:00:00+00:00,2018-04-02,24005.0,PLN,BITCOIN,btc
2021-02-02 00:00:00+00:00,2021-02-02,130100.0,PLN,BITCOIN,btc
2019-08-14 00:00:00+00:00,2019-08-14,39523.0,PLN,BITCOIN,btc
2022-05-13 00:00:00+00:00,2022-05-13,132671.0,PLN,BITCOIN,btc
2018-08-30 00:00:00+00:00,2018-08-30,25571.0,PLN,BITCOIN,btc
2019-08-25 00:00:00+00:00,2019-08-25,39931.0,PLN,BITCOIN,btc
2022-02-12 00:00:00+00:00,2022-02-12,170686.0,PLN,BITCOIN,btc
2017-04-07 00:00:00+00:00,2017-04-07,4734.0,PLN,BITCOIN,btc
2019-08-11 00:00:00+00:00,2019-08-11,44657.0,PLN,BITCOIN,btc
2016-05-27 00:00:00+00:00,2016-05-27,1891.0,PLN,BITCOIN,btc
2019-07-15 00:00:00+00:00,2019-07-15,41433.0,PLN,BITCOIN,btc
2016-02-22 00:00:00+00:00,2016-02-22,1695.0,PLN,BITCOIN,btc
2021-04-30 00:00:00+00:00,2021-04-30,218500.0,PLN,BITCOIN,btc
2019-12-03 00:00:00+00:00,2019-12-03,28310.0,PLN,BITCOIN,btc
2016-05-18 00:00:00+00:00,2016-05-18,1783.0,PLN,BITCOIN,btc
2024-06-16 10:01:27+00:00,2024-06-16,270907.0,PLN,BITCOIN,btc
2016-08-28 00:00:00+00:00,2016-08-28,2215.0,PLN,BITCOIN,btc
2018-09-21 00:00:00+00:00,2018-09-21,24443.0,PLN,BITCOIN,btc
2019-05-02 00:00:00+00:00,2019-05-02,20711.0,PLN,BITCOIN,btc
2022-06-05 00:00:00+00:00,2022-06-05,128250.0,PLN,BITCOIN,btc
2021-03-02 00:00:00+00:00,2021-03-02,183377.0,PLN,BITCOIN,btc
2019-05-11 00:00:00+00:00,2019-05-11,27617.0,PLN,BITCOIN,btc
2020-01-11 00:00:00+00:00,2020-01-11,30653.0,PLN,BITCOIN,btc
2016-12-10 00:00:00+00:00,2016-12-10,3311.0,PLN,BITCOIN,btc
2023-06-22 10:00:01+00:00,2023-06-22,121586.0,PLN,BITCOIN,btc
2020-03-11 00:00:00+00:00,2020-03-11,30996.0,PLN,BITCOIN,btc
2021-12-20 00:00:00+00:00,2021-12-20,194000.0,PLN,BITCOIN,btc
2021-09-09 00:00:00+00:00,2021-09-09,179205.0,PLN,BITCOIN,btc
2015-12-22 00:00:00+00:00,2015-12-22,1713.0,PLN,BITCOIN,btc
2020-07-12 00:00:00+00:00,2020-07-12,36740.0,PLN,BITCOIN,btc
2018-11-01 00:00:00+00:00,2018-11-01,24094.0,PLN,BITCOIN,btc
