data_generacji,kryptowaluta_data,kryptowaluta_cena,kryptowaluta_waluta,kryptowaluta_nazwa,kryptowaluta_kod
2024-01-21 10:02:13+00:00,2024-01-21,2.91,PLN,EOS,eos
2024-09-19 10:00:06+00:00,2024-09-19,1.91,PLN,EOS,eos
2024-06-22 10:00:04+00:00,2024-06-22,2.28,PLN,EOS,eos
2023-12-22 10:00:02+00:00,2023-12-22,3.36,PLN,EOS,eos
2023-10-18 10:02:22+00:00,2023-10-18,2.28,PLN,EOS,eos
2023-10-31 10:02:45+00:00,2023-10-31,2.61,PLN,EOS,eos
2023-12-23 10:04:12+00:00,2023-12-23,3.25,PLN,EOS,eos
2024-03-24 10:01:19+00:00,2024-03-24,4.15,PLN,EOS,eos
2024-01-19 10:04:19+00:00,2024-01-19,2.89,PLN,EOS,eos
2023-11-30 10:04:03+00:00,2023-11-30,2.68,PLN,EOS,eos
2024-11-19 10:02:11+00:00,2024-11-19,2.68,PLN,EOS,eos
2024-05-27 10:00:04+00:00,2024-05-27,3.23,PLN,EOS,eos
2024-12-10 10:00:03+00:00,2024-12-10,4.2,PLN,EOS,eos
2024-03-29 10:00:19+00:00,2024-03-29,4.42,PLN,EOS,eos
2024-10-31 10:02:37+00:00,2024-10-31,1.82,PLN,EOS,eos
2024-01-28 10:04:53+00:00,2024-01-28,2.92,PLN,EOS,eos
2024-06-19 10:00:03+00:00,2024-06-19,2.34,PLN,EOS,eos
2023-12-15 10:00:04+00:00,2023-12-15,3.1,PLN,EOS,eos
2023-12-05 10:00:02+00:00,2023-12-05,2.86,PLN,EOS,eos
2025-01-09 10:01:37+00:00,2025-01-09,3.26,PLN,EOS,eos
2024-05-05 10:00:03+00:00,2024-05-05,3.27,PLN,EOS,eos
2024-12-16 10:02:23+00:00,2024-12-16,4.23,PLN,EOS,eos
2024-05-13 10:00:04+00:00,2024-05-13,3.11,PLN,EOS,eos
2023-12-29 10:04:09+00:00,2023-12-29,3.41,PLN,EOS,eos
2024-08-15 10:00:04+00:00,2024-08-15,1.95,PLN,EOS,eos
2024-06-01 10:03:44+00:00,2024-06-01,3.17,PLN,EOS,eos
2024-02-26 10:01:36+00:00,2024-02-26,3.15,PLN,EOS,eos
2024-10-27 10:02:12+00:00,2024-10-27,1.8,PLN,EOS,eos
2024-06-12 10:00:04+00:00,2024-06-12,2.79,PLN,EOS,eos
2024-08-31 10:00:38+00:00,2024-08-31,1.88,PLN,EOS,eos
2023-11-08 10:00:02+00:00,2023-11-08,2.89,PLN,EOS,eos
2024-11-05 10:02:47+00:00,2024-11-05,1.67,PLN,EOS,eos
2024-07-03 10:01:38+00:00,2024-07-03,2.32,PLN,EOS,eos
2024-04-13 10:00:02+00:00,2024-04-13,3.61,PLN,EOS,eos
2024-01-30 10:00:02+00:00,2024-01-30,2.91,PLN,EOS,eos
2024-10-26 10:02:11+00:00,2024-10-26,1.79,PLN,EOS,eos
2024-03-02 10:01:20+00:00,2024-03-02,3.94,PLN,EOS,eos
2024-09-23 10:00:04+00:00,2024-09-23,2.01,PLN,EOS,eos
2023-09-29 20:00:25+00:00,2023-09-29,2.52,PLN,EOS,eos
2024-04-26 10:01:26+00:00,2024-04-26,3.28,PLN,EOS,eos
2024-05-31 10:00:04+00:00,2024-05-31,3.2,PLN,EOS,eos
2024-02-12 10:01:06+00:00,2024-02-12,2.93,PLN,EOS,eos
2024-07-17 10:00:05+00:00,2024-07-17,2.39,PLN,EOS,eos
2024-06-11 10:02:25+00:00,2024-06-11,2.78,PLN,EOS,eos
2023-10-07 10:03:58+00:00,2023-10-07,2.49,PLN,EOS,eos
2024-04-12 10:04:43+00:00,2024-04-12,4.34,PLN,EOS,eos
2024-04-02 10:02:23+00:00,2024-04-02,3.95,PLN,EOS,eos
2024-07-07 10:00:04+00:00,2024-07-07,2.04,PLN,EOS,eos
2024-06-08 10:00:04+00:00,2024-06-08,2.89,PLN,EOS,eos
2024-09-14 10:01:55+00:00,2024-09-14,1.93,PLN,EOS,eos
2024-12-29 10:01:47+00:00,2024-12-29,3.31,PLN,EOS,eos
2024-03-20 10:00:03+00:00,2024-03-20,3.71,PLN,EOS,eos
2024-12-04 10:01:37+00:00,2024-12-04,5.82,PLN,EOS,eos
2023-11-25 10:00:02+00:00,2023-11-25,2.78,PLN,EOS,eos
2023-12-04 10:00:19+00:00,2023-12-04,2.89,PLN,EOS,eos
2024-01-15 10:00:02+00:00,2024-01-15,3.1,PLN,EOS,eos
2024-10-25 10:02:29+00:00,2024-10-25,1.88,PLN,EOS,eos
2024-01-27 10:05:18+00:00,2024-01-27,2.8,PLN,EOS,eos
2024-01-10 10:00:02+00:00,2024-01-10,2.8,PLN,EOS,eos
2024-03-05 10:00:03+00:00,2024-03-05,4.39,PLN,EOS,eos
2024-09-03 10:01:57+00:00,2024-09-03,1.84,PLN,EOS,eos
2024-06-15 10:02:10+00:00,2024-06-15,2.69,PLN,EOS,eos
2024-11-25 10:02:10+00:00,2024-11-25,3.45,PLN,EOS,eos
2024-08-29 10:00:03+00:00,2024-08-29,1.9,PLN,EOS,eos
2024-04-09 10:00:02+00:00,2024-04-09,4.32,PLN,EOS,eos
2024-12-03 10:00:03+00:00,2024-12-03,4.64,PLN,EOS,eos
2024-07-12 10:00:16+00:00,2024-07-12,2.03,PLN,EOS,eos
2024-08-20 10:02:13+00:00,2024-08-20,1.91,PLN,EOS,eos
2024-09-22 10:02:02+00:00,2024-09-22,1.99,PLN,EOS,eos
2024-01-25 10:00:02+00:00,2024-01-25,2.74,PLN,EOS,eos
2024-09-28 10:00:05+00:00,2024-09-28,2.06,PLN,EOS,eos
2023-10-14 10:03:54+00:00,2023-10-14,2.34,PLN,EOS,eos
2024-03-11 10:01:23+00:00,2024-03-11,4.64,PLN,EOS,eos
2024-09-02 10:02:35+00:00,2024-09-02,1.77,PLN,EOS,eos
2023-12-26 10:04:02+00:00,2023-12-26,3.36,PLN,EOS,eos
2024-01-05 10:00:02+00:00,2024-01-05,3.01,PLN,EOS,eos
2024-09-13 10:01:38+00:00,2024-09-13,1.92,PLN,EOS,eos
2023-11-03 10:00:02+00:00,2023-11-03,2.69,PLN,EOS,eos
2024-11-28 10:01:57+00:00,2024-11-28,3.27,PLN,EOS,eos
2024-06-27 10:01:35+00:00,2024-06-27,2.28,PLN,EOS,eos
2024-07-05 10:01:37+00:00,2024-07-05,1.8,PLN,EOS,eos
2024-02-21 10:00:02+00:00,2024-02-21,3.09,PLN,EOS,eos
2024-08-08 10:00:18+00:00,2024-08-08,1.84,PLN,EOS,eos
2024-07-11 10:04:00+00:00,2024-07-11,2.07,PLN,EOS,eos
2023-11-09 10:02:19+00:00,2023-11-09,2.95,PLN,EOS,eos
2024-01-14 10:00:02+00:00,2024-01-14,3.04,PLN,EOS,eos
2024-05-09 10:02:08+00:00,2024-05-09,3.2,PLN,EOS,eos
2024-12-28 10:02:09+00:00,2024-12-28,3.2,PLN,EOS,eos
2023-12-08 10:00:03+00:00,2023-12-08,3.07,PLN,EOS,eos
2024-07-06 10:02:27+00:00,2024-07-06,1.94,PLN,EOS,eos
2024-08-10 10:00:05+00:00,2024-08-10,1.9,PLN,EOS,eos
2024-03-31 10:00:03+00:00,2024-03-31,4.35,PLN,EOS,eos
2023-11-18 10:02:27+00:00,2023-11-18,2.79,PLN,EOS,eos
2024-07-10 10:01:37+00:00,2024-07-10,2.06,PLN,EOS,eos
2024-07-01 10:01:41+00:00,2024-07-01,2.32,PLN,EOS,eos
2024-09-29 10:00:03+00:00,2024-09-29,2.02,PLN,EOS,eos
2023-12-14 10:04:07+00:00,2023-12-14,3.07,PLN,EOS,eos
2024-07-26 10:01:42+00:00,2024-07-26,2.25,PLN,EOS,eos
2024-04-03 10:04:47+00:00,2024-04-03,3.89,PLN,EOS,eos
2023-12-21 10:00:02+00:00,2023-12-21,3.15,PLN,EOS,eos
2024-01-11 10:00:02+00:00,2024-01-11,3.02,PLN,EOS,eos
2024-04-14 10:00:02+00:00,2024-04-14,3.05,PLN,EOS,eos
2024-03-30 10:04:27+00:00,2024-03-30,4.34,PLN,EOS,eos
2023-11-11 10:00:02+00:00,2023-11-11,2.95,PLN,EOS,eos
2024-07-28 10:00:22+00:00,2024-07-28,2.26,PLN,EOS,eos
2024-10-04 10:00:03+00:00,2024-10-04,1.84,PLN,EOS,eos
2023-10-26 10:02:25+00:00,2023-10-26,2.6,PLN,EOS,eos
2024-10-28 10:00:03+00:00,2024-10-28,1.81,PLN,EOS,eos
2025-01-13 10:02:20+00:00,2025-01-13,3.12,PLN,EOS,eos
2023-10-17 10:02:11+00:00,2023-10-17,2.33,PLN,EOS,eos
2023-12-19 10:00:02+00:00,2023-12-19,3.1,PLN,EOS,eos
2024-12-11 10:00:03+00:00,2024-12-11,4.24,PLN,EOS,eos
2024-10-05 10:02:18+00:00,2024-10-05,1.87,PLN,EOS,eos
2024-08-24 10:00:06+00:00,2024-08-24,2.1,PLN,EOS,eos
2024-09-10 10:00:45+00:00,2024-09-10,1.92,PLN,EOS,eos
2023-10-24 10:00:02+00:00,2023-10-24,2.45,PLN,EOS,eos
2024-05-19 10:01:42+00:00,2024-05-19,3.18,PLN,EOS,eos
2024-02-17 10:04:34+00:00,2024-02-17,3.06,PLN,EOS,eos
2024-09-12 10:00:23+00:00,2024-09-12,1.93,PLN,EOS,eos
2024-11-13 10:01:40+00:00,2024-11-13,2.22,PLN,EOS,eos
2024-09-07 10:01:41+00:00,2024-09-07,1.79,PLN,EOS,eos
2024-02-09 10:02:31+00:00,2024-02-09,2.98,PLN,EOS,eos
2023-11-15 10:00:02+00:00,2023-11-15,2.86,PLN,EOS,eos
2024-07-30 10:02:38+00:00,2024-07-30,2.28,PLN,EOS,eos
2024-10-14 10:02:11+00:00,2024-10-14,1.89,PLN,EOS,eos
2024-02-06 10:00:02+00:00,2024-02-06,2.91,PLN,EOS,eos
2024-10-13 10:00:03+00:00,2024-10-13,1.86,PLN,EOS,eos
2024-09-25 10:00:04+00:00,2024-09-25,2.0,PLN,EOS,eos
2024-11-14 10:01:59+00:00,2024-11-14,2.29,PLN,EOS,eos
2024-01-13 10:02:29+00:00,2024-01-13,3.05,PLN,EOS,eos
2024-04-30 10:01:25+00:00,2024-04-30,3.24,PLN,EOS,eos
2024-09-17 10:03:09+00:00,2024-09-17,1.83,PLN,EOS,eos
2024-07-15 10:00:04+00:00,2024-07-15,2.27,PLN,EOS,eos
2023-11-19 10:02:13+00:00,2023-11-19,2.87,PLN,EOS,eos
2023-12-09 10:02:54+00:00,2023-12-09,3.37,PLN,EOS,eos
2024-07-18 10:00:05+00:00,2024-07-18,2.37,PLN,EOS,eos
2023-11-02 10:00:15+00:00,2023-11-02,2.77,PLN,EOS,eos
2023-11-13 10:00:02+00:00,2023-11-13,3.1,PLN,EOS,eos
2024-04-05 10:00:02+00:00,2024-04-05,3.88,PLN,EOS,eos
2024-08-12 10:00:05+00:00,2024-08-12,1.87,PLN,EOS,eos
2024-05-20 10:01:58+00:00,2024-05-20,3.11,PLN,EOS,eos
2023-09-27 23:03:02+00:00,2023-09-27,2.47,PLN,EOS,eos
2024-11-24 10:01:37+00:00,2024-11-24,3.55,PLN,EOS,eos
2024-01-12 10:00:02+00:00,2024-01-12,3.12,PLN,EOS,eos
2024-07-31 10:02:12+00:00,2024-07-31,2.35,PLN,EOS,eos
2024-08-22 10:00:04+00:00,2024-08-22,2.01,PLN,EOS,eos
2024-06-02 10:01:29+00:00,2024-06-02,3.19,PLN,EOS,eos
2024-03-09 10:00:22+00:00,2024-03-09,4.72,PLN,EOS,eos
2024-10-11 10:03:06+00:00,2024-10-11,1.83,PLN,EOS,eos
2025-01-14 20:03:32.312403+00:00,2025-01-14,3.28,PLN,EOS,eos
2025-01-21 09:01:15.430038+00:00,2025-01-21,13332.06,PLN,ETHER,eth
2025-01-20 09:01:16.888397+00:00,2025-01-20,14006.02,PLN,ETHER,eth
2025-01-22 09:01:15.304719+00:00,2025-01-22,13451.22,PLN,ETHER,eth
2025-01-23 09:01:26.042783+00:00,2025-01-23,13035.67,PLN,ETHER,eth
2025-01-24 09:01:38.857995+00:00,2025-01-24,13668.48,PLN,ETHER,eth
2025-01-15 09:01:33.385313+00:00,2025-01-15,13361.82,PLN,ETHER,eth
2025-01-16 09:01:24.994514+00:00,2025-01-16,13749.27,PLN,ETHER,eth
2025-01-17 09:01:34.065154+00:00,2025-01-17,14115.1,PLN,ETHER,eth
2025-01-19 09:01:24.913220+00:00,2025-01-19,13317.02,PLN,ETHER,eth
2025-01-18 09:01:18.725774+00:00,2025-01-18,13653.1,PLN,ETHER,eth
2020-11-06 00:00:00+00:00,2020-11-06,1650.0,PLN,ETHER,eth
2017-11-22 00:00:00+00:00,2017-11-22,1323.0,PLN,ETHER,eth
2022-11-25 00:00:00+00:00,2022-11-25,5416.0,PLN,ETHER,eth
2018-04-29 00:00:00+00:00,2018-04-29,2349.0,PLN,ETHER,eth
2023-12-09 10:02:54+00:00,2023-12-09,9524.4,PLN,ETHER,eth
2024-09-05 10:01:39+00:00,2024-09-05,9296.97,PLN,ETHER,eth
2019-06-09 00:00:00+00:00,2019-06-09,900.0,PLN,ETHER,eth
2019-03-09 00:00:00+00:00,2019-03-09,518.0,PLN,ETHER,eth
2017-11-20 00:00:00+00:00,2017-11-20,1302.0,PLN,ETHER,eth
2021-03-09 00:00:00+00:00,2021-03-09,7076.0,PLN,ETHER,eth
2020-02-18 00:00:00+00:00,2020-02-18,1086.0,PLN,ETHER,eth
2022-03-29 00:00:00+00:00,2022-03-29,14246.0,PLN,ETHER,eth
2018-04-06 00:00:00+00:00,2018-04-06,1290.0,PLN,ETHER,eth
2018-04-26 00:00:00+00:00,2018-04-26,2200.0,PLN,ETHER,eth
2019-02-14 00:00:00+00:00,2019-02-14,465.0,PLN,ETHER,eth
2019-05-25 00:00:00+00:00,2019-05-25,963.0,PLN,ETHER,eth
2022-06-09 00:00:00+00:00,2022-06-09,7750.0,PLN,ETHER,eth
2020-07-14 00:00:00+00:00,2020-07-14,948.0,PLN,ETHER,eth
2017-09-11 00:00:00+00:00,2017-09-11,1143.0,PLN,ETHER,eth
2018-11-03 00:00:00+00:00,2018-11-03,755.0,PLN,ETHER,eth
2021-12-25 00:00:00+00:00,2021-12-25,16809.0,PLN,ETHER,eth
2018-03-07 00:00:00+00:00,2018-03-07,2650.0,PLN,ETHER,eth
2020-03-19 00:00:00+00:00,2020-03-19,547.0,PLN,ETHER,eth
2018-03-02 00:00:00+00:00,2018-03-02,2954.0,PLN,ETHER,eth
2022-08-27 00:00:00+00:00,2022-08-27,7149.0,PLN,ETHER,eth
2018-04-17 00:00:00+00:00,2018-04-17,1709.0,PLN,ETHER,eth
2018-10-03 00:00:00+00:00,2018-10-03,826.0,PLN,ETHER,eth
2021-07-02 00:00:00+00:00,2021-07-02,8062.0,PLN,ETHER,eth
2019-04-06 00:00:00+00:00,2019-04-06,637.0,PLN,ETHER,eth
2019-06-27 00:00:00+00:00,2019-06-27,1173.0,PLN,ETHER,eth
2022-04-02 00:00:00+00:00,2022-04-02,14559.0,PLN,ETHER,eth
2018-08-21 00:00:00+00:00,2018-08-21,1041.0,PLN,ETHER,eth
2024-03-19 10:00:04+00:00,2024-03-19,12944.0,PLN,ETHER,eth
2021-06-24 00:00:00+00:00,2021-06-24,7518.0,PLN,ETHER,eth
2019-09-29 00:00:00+00:00,2019-09-29,688.0,PLN,ETHER,eth
2023-02-07 00:00:00+00:00,2023-02-07,7283.0,PLN,ETHER,eth
2023-03-13 00:00:00+00:00,2023-03-13,7141.0,PLN,ETHER,eth
2021-01-10 00:00:00+00:00,2021-01-10,4756.0,PLN,ETHER,eth
2018-12-15 00:00:00+00:00,2018-12-15,317.0,PLN,ETHER,eth
2021-08-20 00:00:00+00:00,2021-08-20,12673.0,PLN,ETHER,eth
2024-06-26 10:00:21+00:00,2024-06-26,13691.0,PLN,ETHER,eth
2022-07-22 00:00:00+00:00,2022-07-22,7321.0,PLN,ETHER,eth
2024-04-10 10:00:02+00:00,2024-04-10,13902.4,PLN,ETHER,eth
2023-04-22 00:00:00+00:00,2023-04-22,7886.0,PLN,ETHER,eth
2021-12-22 00:00:00+00:00,2021-12-22,16506.0,PLN,ETHER,eth
2022-09-15 00:00:00+00:00,2022-09-15,7376.0,PLN,ETHER,eth
2021-04-07 00:00:00+00:00,2021-04-07,7958.0,PLN,ETHER,eth
2022-05-26 00:00:00+00:00,2022-05-26,8051.0,PLN,ETHER,eth
2018-08-13 00:00:00+00:00,2018-08-13,1148.0,PLN,ETHER,eth
2019-08-11 00:00:00+00:00,2019-08-11,817.0,PLN,ETHER,eth
2019-05-20 00:00:00+00:00,2019-05-20,974.0,PLN,ETHER,eth
2024-02-25 10:01:43+00:00,2024-02-25,12029.8,PLN,ETHER,eth
2022-05-21 00:00:00+00:00,2022-05-21,8653.0,PLN,ETHER,eth
2019-11-23 00:00:00+00:00,2019-11-23,593.0,PLN,ETHER,eth
2017-10-20 00:00:00+00:00,2017-10-20,1083.0,PLN,ETHER,eth
2019-11-19 00:00:00+00:00,2019-11-19,684.0,PLN,ETHER,eth
2020-05-02 00:00:00+00:00,2020-05-02,894.0,PLN,ETHER,eth
2018-09-24 00:00:00+00:00,2018-09-24,858.0,PLN,ETHER,eth
2021-10-16 00:00:00+00:00,2021-10-16,14812.0,PLN,ETHER,eth
2018-09-15 00:00:00+00:00,2018-09-15,805.0,PLN,ETHER,eth
2018-12-25 00:00:00+00:00,2018-12-25,503.0,PLN,ETHER,eth
2024-07-08 10:00:23+00:00,2024-07-08,11556.2,PLN,ETHER,eth
2018-08-10 00:00:00+00:00,2018-08-10,1306.0,PLN,ETHER,eth
2019-06-24 00:00:00+00:00,2019-06-24,1144.0,PLN,ETHER,eth
2021-05-10 00:00:00+00:00,2021-05-10,14773.0,PLN,ETHER,eth
2024-09-16 10:00:05+00:00,2024-09-16,8884.36,PLN,ETHER,eth
2018-06-08 00:00:00+00:00,2018-06-08,2177.0,PLN,ETHER,eth
2018-05-01 00:00:00+00:00,2018-05-01,2313.0,PLN,ETHER,eth
2018-06-15 00:00:00+00:00,2018-06-15,1869.0,PLN,ETHER,eth
2019-11-25 00:00:00+00:00,2019-11-25,563.0,PLN,ETHER,eth
2022-11-19 00:00:00+00:00,2022-11-19,5561.0,PLN,ETHER,eth
2022-12-23 00:00:00+00:00,2022-12-23,5353.0,PLN,ETHER,eth
2020-10-22 00:00:00+00:00,2020-10-22,1540.0,PLN,ETHER,eth
2021-12-16 00:00:00+00:00,2021-12-16,16526.0,PLN,ETHER,eth
2023-12-29 10:04:09+00:00,2023-12-29,9215.1,PLN,ETHER,eth
2021-11-26 00:00:00+00:00,2021-11-26,17893.0,PLN,ETHER,eth
2020-04-10 00:00:00+00:00,2020-04-10,687.0,PLN,ETHER,eth
2020-11-26 00:00:00+00:00,2020-11-26,2051.0,PLN,ETHER,eth
2022-10-19 00:00:00+00:00,2022-10-19,6356.0,PLN,ETHER,eth
2021-07-09 00:00:00+00:00,2021-07-09,8210.0,PLN,ETHER,eth
2018-12-14 00:00:00+00:00,2018-12-14,322.0,PLN,ETHER,eth
2019-03-08 00:00:00+00:00,2019-03-08,518.0,PLN,ETHER,eth
2019-10-19 00:00:00+00:00,2019-10-19,664.0,PLN,ETHER,eth
2023-11-29 10:04:16+00:00,2023-11-29,8148.25,PLN,ETHER,eth
2019-12-31 00:00:00+00:00,2019-12-31,500.0,PLN,ETHER,eth
2020-01-15 00:00:00+00:00,2020-01-15,625.0,PLN,ETHER,eth
2021-04-01 00:00:00+00:00,2021-04-01,7529.0,PLN,ETHER,eth
2020-09-10 00:00:00+00:00,2020-09-10,1363.0,PLN,ETHER,eth
2018-11-07 00:00:00+00:00,2018-11-07,819.0,PLN,ETHER,eth
2024-11-18 10:02:11+00:00,2024-11-18,12831.4,PLN,ETHER,eth
2020-03-23 00:00:00+00:00,2020-03-23,556.0,PLN,ETHER,eth
2018-09-04 00:00:00+00:00,2018-09-04,1060.0,PLN,ETHER,eth
2024-10-06 10:00:03+00:00,2024-10-06,9506.0,PLN,ETHER,eth
2018-12-29 00:00:00+00:00,2018-12-29,510.0,PLN,ETHER,eth
2022-11-21 00:00:00+00:00,2022-11-21,5169.0,PLN,ETHER,eth
2017-11-01 00:00:00+00:00,2017-11-01,1068.0,PLN,ETHER,eth
2022-08-04 00:00:00+00:00,2022-08-04,7495.0,PLN,ETHER,eth
2023-01-09 00:00:00+00:00,2023-01-09,5746.0,PLN,ETHER,eth
2021-07-15 00:00:00+00:00,2021-07-15,7613.0,PLN,ETHER,eth
2019-04-29 00:00:00+00:00,2019-04-29,588.0,PLN,ETHER,eth
2018-03-27 00:00:00+00:00,2018-03-27,1604.0,PLN,ETHER,eth
2022-08-03 00:00:00+00:00,2022-08-03,7577.0,PLN,ETHER,eth
2018-06-02 00:00:00+00:00,2018-06-02,2154.0,PLN,ETHER,eth
2021-04-16 00:00:00+00:00,2021-04-16,9438.0,PLN,ETHER,eth
2025-01-11 10:00:02+00:00,2025-01-11,13398.0,PLN,ETHER,eth
2018-12-06 00:00:00+00:00,2018-12-06,370.0,PLN,ETHER,eth
2023-03-26 00:00:00+00:00,2023-03-26,7723.0,PLN,ETHER,eth
2023-05-12 00:00:00+00:00,2023-05-12,7487.0,PLN,ETHER,eth
2024-11-29 10:01:56+00:00,2024-11-29,14534.8,PLN,ETHER,eth
2019-06-28 00:00:00+00:00,2019-06-28,1137.0,PLN,ETHER,eth
2023-11-10 10:03:36+00:00,2023-11-10,8706.71,PLN,ETHER,eth
2024-10-31 10:02:37+00:00,2024-10-31,10573.8,PLN,ETHER,eth
2024-04-08 10:00:21+00:00,2024-04-08,13716.5,PLN,ETHER,eth
2023-07-15 10:00:00+00:00,2023-07-15,7705.97,PLN,ETHER,eth
2018-05-24 00:00:00+00:00,2018-05-24,2153.0,PLN,ETHER,eth
2024-08-24 10:00:06+00:00,2024-08-24,10513.0,PLN,ETHER,eth
2024-02-15 10:00:02+00:00,2024-02-15,11263.5,PLN,ETHER,eth
2024-09-21 10:00:03+00:00,2024-09-21,9761.8,PLN,ETHER,eth
2023-04-08 00:00:00+00:00,2023-04-08,8001.0,PLN,ETHER,eth
2019-11-03 00:00:00+00:00,2019-11-03,695.0,PLN,ETHER,eth
2023-12-30 10:00:02+00:00,2023-12-30,8950.34,PLN,ETHER,eth
2022-03-25 00:00:00+00:00,2022-03-25,13407.0,PLN,ETHER,eth
2019-06-07 00:00:00+00:00,2019-06-07,947.0,PLN,ETHER,eth
2024-03-20 10:00:03+00:00,2024-03-20,12773.1,PLN,ETHER,eth
2017-08-23 00:00:00+00:00,2017-08-23,1168.0,PLN,ETHER,eth
2017-07-26 00:00:00+00:00,2017-07-26,740.0,PLN,ETHER,eth
2020-11-02 00:00:00+00:00,2020-11-02,1552.0,PLN,ETHER,eth
2020-08-15 00:00:00+00:00,2020-08-15,1620.0,PLN,ETHER,eth
2021-07-07 00:00:00+00:00,2021-07-07,8970.0,PLN,ETHER,eth
2024-03-04 10:00:03+00:00,2024-03-04,14074.0,PLN,ETHER,eth
2019-05-12 00:00:00+00:00,2019-05-12,726.0,PLN,ETHER,eth
2023-08-26 10:00:01+00:00,2023-08-26,6839.36,PLN,ETHER,eth
2018-08-14 00:00:00+00:00,2018-08-14,1046.0,PLN,ETHER,eth
2023-01-15 00:00:00+00:00,2023-01-15,6700.0,PLN,ETHER,eth
2023-06-17 10:00:01+00:00,2023-06-17,7122.83,PLN,ETHER,eth
2021-02-20 00:00:00+00:00,2021-02-20,7169.0,PLN,ETHER,eth
2020-01-18 00:00:00+00:00,2020-01-18,659.0,PLN,ETHER,eth
2023-01-17 00:00:00+00:00,2023-01-17,6846.0,PLN,ETHER,eth
2018-12-16 00:00:00+00:00,2018-12-16,320.0,PLN,ETHER,eth
2024-08-08 10:00:18+00:00,2024-08-08,9550.44,PLN,ETHER,eth
2022-05-01 00:00:00+00:00,2022-05-01,12356.0,PLN,ETHER,eth
2023-12-22 10:00:02+00:00,2023-12-22,9003.9,PLN,ETHER,eth
2024-04-25 10:00:20+00:00,2024-04-25,12648.7,PLN,ETHER,eth
2024-04-27 10:00:03+00:00,2024-04-27,12584.6,PLN,ETHER,eth
2020-01-14 00:00:00+00:00,2020-01-14,592.0,PLN,ETHER,eth
2018-04-05 00:00:00+00:00,2018-04-05,1303.0,PLN,ETHER,eth
2020-06-03 00:00:00+00:00,2020-06-03,947.0,PLN,ETHER,eth
2021-11-20 00:00:00+00:00,2021-11-20,18141.0,PLN,ETHER,eth
2018-04-02 00:00:00+00:00,2018-04-02,1306.0,PLN,ETHER,eth
2022-10-17 00:00:00+00:00,2022-10-17,6509.0,PLN,ETHER,eth
2019-03-14 00:00:00+00:00,2019-03-14,504.0,PLN,ETHER,eth
2018-05-11 00:00:00+00:00,2018-05-11,2508.0,PLN,ETHER,eth
2019-04-19 00:00:00+00:00,2019-04-19,657.0,PLN,ETHER,eth
2020-11-15 00:00:00+00:00,2020-11-15,1745.0,PLN,ETHER,eth
2024-08-30 10:00:05+00:00,2024-08-30,9722.54,PLN,ETHER,eth
2024-11-14 10:01:59+00:00,2024-11-14,13182.0,PLN,ETHER,eth
2019-08-01 00:00:00+00:00,2019-08-01,843.0,PLN,ETHER,eth
2022-01-04 00:00:00+00:00,2022-01-04,15422.0,PLN,ETHER,eth
2023-08-09 10:00:01+00:00,2023-08-09,7550.61,PLN,ETHER,eth
2021-06-07 00:00:00+00:00,2021-06-07,9827.0,PLN,ETHER,eth
2023-01-16 00:00:00+00:00,2023-01-16,6793.0,PLN,ETHER,eth
2018-07-23 00:00:00+00:00,2018-07-23,1661.0,PLN,ETHER,eth
2017-12-12 00:00:00+00:00,2017-12-12,2022.0,PLN,ETHER,eth
2023-06-30 10:00:01+00:00,2023-06-30,7716.52,PLN,ETHER,eth
2022-06-19 00:00:00+00:00,2022-06-19,4728.0,PLN,ETHER,eth
2023-03-30 00:00:00+00:00,2023-03-30,7734.0,PLN,ETHER,eth
2023-09-03 10:00:01+00:00,2023-09-03,6783.71,PLN,ETHER,eth
2018-06-05 00:00:00+00:00,2018-06-05,2188.0,PLN,ETHER,eth
2024-10-19 10:00:04+00:00,2024-10-19,10459.9,PLN,ETHER,eth
2022-12-25 00:00:00+00:00,2022-12-25,5326.0,PLN,ETHER,eth
2023-04-13 00:00:00+00:00,2023-04-13,8291.0,PLN,ETHER,eth
2020-07-12 00:00:00+00:00,2020-07-12,948.0,PLN,ETHER,eth
2021-04-06 00:00:00+00:00,2021-04-06,8149.0,PLN,ETHER,eth
2019-05-19 00:00:00+00:00,2019-05-19,963.0,PLN,ETHER,eth
2024-06-12 10:00:04+00:00,2024-06-12,14235.1,PLN,ETHER,eth
2018-10-08 00:00:00+00:00,2018-10-08,848.0,PLN,ETHER,eth
2020-10-11 00:00:00+00:00,2020-10-11,1395.0,PLN,ETHER,eth
2021-05-25 00:00:00+00:00,2021-05-25,9796.0,PLN,ETHER,eth
2024-12-17 10:01:40+00:00,2024-12-17,16320.6,PLN,ETHER,eth
2022-06-23 00:00:00+00:00,2022-06-23,4919.0,PLN,ETHER,eth
2023-04-07 00:00:00+00:00,2023-04-07,8013.0,PLN,ETHER,eth
2023-07-01 10:00:01+00:00,2023-07-01,7802.71,PLN,ETHER,eth
2022-03-19 00:00:00+00:00,2022-03-19,12532.0,PLN,ETHER,eth
2023-11-08 10:00:02+00:00,2023-11-08,7840.28,PLN,ETHER,eth
2021-10-29 00:00:00+00:00,2021-10-29,17192.0,PLN,ETHER,eth
2021-06-08 00:00:00+00:00,2021-06-08,9433.0,PLN,ETHER,eth
2024-03-30 10:04:27+00:00,2024-03-30,13948.1,PLN,ETHER,eth
